Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
8,Milos Raonic [CAN],5,3,62.5%,6,3,3,50.0%,2009,2020,5,0.96,12.4%,3.7%,65.1%,78.7%,54.6%,70.3%,28.4%,58.8%,21.7%
7,Richard Gasquet [FRA],4,3,57.1%,3,0,3,0.0%,2013,2024,7,1.04,17.7%,2.8%,54.9%,78.5%,53.7%,67.3%,34.0%,65.4%,56.7%
7,Andreas Seppi [ITA],3,4,42.9%,5,2,3,40.0%,2011,2022,6,1.00,11.1%,4.1%,53.2%,73.3%,55.5%,64.9%,35.1%,57.1%,30.8%
7,John Isner [USA],2,5,28.6%,6,3,3,50.0%,2011,2022,7,0.76,10.1%,3.4%,55.8%,79.7%,56.4%,69.4%,23.4%,70.0%,30.0%
6,Novak Djokovic [SRB],0,6,0.0%,1,0,1,0.0%,2013,2022,5,0.70,14.2%,6.8%,59.1%,74.0%,39.1%,59.7%,28.2%,46.2%,36.4%
6,Andy Murray [GBR],1,5,16.7%,1,1,0,100.0%,2014,2021,6,0.78,8.2%,4.8%,56.6%,72.3%,38.3%,57.6%,33.2%,46.3%,33.3%
6,Gael Monfils [FRA],0,6,0.0%,2,0,2,0.0%,2012,2020,5,0.73,6.4%,4.0%,57.5%,74.5%,40.3%,59.9%,29.3%,54.8%,15.4%
6,Ivo Karlovic [CRO],4,2,66.7%,5,4,1,80.0%,2013,2020,6,1.09,11.6%,4.3%,64.2%,79.7%,63.1%,73.7%,28.5%,71.4%,50.0%
6,Joao Sousa [POR],2,4,33.3%,5,2,3,40.0%,2015,2020,6,0.86,12.7%,4.3%,60.6%,71.5%,50.7%,63.3%,31.5%,61.5%,35.7%
6,Donald Young [USA],2,4,33.3%,2,1,1,50.0%,2008,2018,5,0.96,11.0%,4.3%,60.4%,76.1%,48.1%,65.0%,33.5%,72.4%,20.0%
5,Felix Auger Aliassime [CAN],1,4,20.0%,5,1,4,20.0%,2018,2023,5,0.85,7.4%,3.3%,61.4%,71.3%,49.7%,63.0%,31.3%,55.9%,43.5%
5,John Millman [AUS],4,1,80.0%,2,2,0,100.0%,2010,2023,5,1.13,11.0%,4.5%,57.9%,74.4%,51.4%,64.7%,40.0%,57.7%,51.7%
5,Illya Marchenko [UKR],4,1,80.0%,3,3,0,100.0%,2010,2022,5,1.13,10.8%,4.0%,62.0%,82.6%,48.9%,69.8%,34.2%,78.3%,34.8%
5,Roberto Bautista Agut [ESP],1,4,20.0%,1,0,1,0.0%,2014,2022,4,0.91,11.6%,4.2%,64.6%,73.0%,45.5%,63.2%,33.3%,67.7%,26.1%
5,Gilles Simon [FRA],2,3,40.0%,1,1,0,100.0%,2013,2022,5,0.83,8.1%,3.8%,55.4%,66.4%,46.0%,57.3%,35.5%,60.9%,33.3%
