Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2021 US Open R64,L vs Ivashka,111.5,119.4,5.5,124.3,116.0,130,107,99.5,7.9,104.0,93.0,116,75
2021 US Open R128,W vs Fognini,114.8,121.3,7.8,125.1,116.1,132,71,105.5,5.2,109.7,104.7,121,94
2020 US Open R16,L vs De Minaur,113.3,120.4,5.5,123.3,116.9,132,104,100.9,7.7,109.2,99.0,120,86
2020 US Open R32,W vs Bautista Agut,111.9,120.4,5.5,123.2,116.5,130,106,96.1,7.1,100.6,96.3,112,75
2020 US Open R64,W vs Raonic,114.0,121.2,5.8,124.8,117.9,132,100,97.9,5.9,102.2,93.3,114,88
2019 US Open R64,L vs Sandgren,107.8,117.5,7.3,121.4,115.2,131,91,95.9,6.4,101.5,94.4,108,81
2019 Wimbledon R128,L vs Auger Aliassime,112.4,117.9,6.0,120.9,116.1,126,95,101.3,6.5,106.7,98.6,115,87
2018 US Open R64,L vs Nadal,108.1,117.2,8.6,123.1,111.9,129,94,96.1,5.6,100.5,98.0,105,81
2017 Wimbledon R128,L vs Thiem,110.4,118.2,5.1,120.2,115.0,128,103,98.6,5.2,101.6,95.4,108,88
2016 US Open R64,L vs Anderson,112.2,119.7,8.6,123.5,117.0,129,78,103.3,5.8,107.5,97.7,114,87
2016 US Open R128,W vs Kovalik,114.5,123.4,4.5,,,132,110,100.7,5.0,,,112,87
2016 Australian Open R128,L vs Simon,112.8,119.6,7.0,,,129,85,99.8,5.8,,,114,89
2015 Wimbledon QF,L vs Murray,115.9,123.2,5.0,,,133,111,104.5,4.2,,,114,94
2015 Wimbledon R16,W vs Troicki,112.6,116.8,9.0,,,128,67,102.2,6.9,,,122,87
2015 Wimbledon R32,W vs Ward,114.3,121.9,4.2,,,130,111,102.1,4.3,,,112,92
2015 Wimbledon R64,W vs Fognini,117.3,125.2,6.6,,,133,94,106.5,5.1,,,117,94
2015 Roland Garros R128,L vs Sousa,111.3,117.8,9.6,,,128,83,99.9,8.9,,,113,81
2015 Australian Open R32,L vs Garcia Lopez,112.9,120.5,4.9,,,129,109,98.5,5.8,,,109,87
2015 Australian Open R128,W vs Querrey,114.9,123.0,5.1,,,130,108,103.1,8.2,,,121,62
2014 US Open R128,L vs Bolelli,111.6,119.7,4.7,,,129,101,99.2,6.2,,,110,84
Career (23 matches),,112.6,120.2,6.3,123.1,116.0,133,67,100.7,6.2,104.7,96.0,122,62
