Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,1,0,1,0.0%,1-2,33.3%,11-15,42.3%,0-0,-,1,61.5%,23.1%,7.6%,6.3%,44.3%,88.6%,29.5%,55.7%,32.4%,44.9%,0.73,R128 (Canada Masters)
2024,2,1,1,50.0%,2-0,100.0%,12-7,63.2%,0-0,-,2,75.0%,40.0%,9.0%,6.4%,59.0%,76.1%,37.5%,60.3%,46.6%,53.6%,1.17,
2023,3,1,2,33.3%,3-6,33.3%,47-48,49.5%,1-2,33.3%,3,82.6%,17.4%,15.9%,6.6%,58.8%,74.7%,49.6%,64.4%,36.0%,49.8%,1.01,
2022,9,5,4,55.6%,11-11,50.0%,115-103,52.8%,3-2,60.0%,7,89.9%,16.7%,15.3%,3.3%,59.0%,82.5%,49.0%,68.7%,33.0%,50.9%,1.06,QF (2x)
2021,24,8,16,33.3%,21-37,36.2%,271-308,46.8%,3-5,37.5%,24,79.7%,13.3%,11.9%,4.2%,59.1%,75.4%,46.0%,63.4%,32.3%,48.4%,0.88,QF (Eastbourne)
2020,26,16,10,61.5%,36-29,55.4%,340-313,52.1%,5-7,41.7%,26,86.2%,17.2%,12.9%,4.0%,61.0%,77.5%,50.1%,66.8%,34.5%,50.9%,1.04,F (2x)
2019,12,6,6,50.0%,17-16,51.5%,176-182,49.2%,7-2,77.8%,12,84.6%,12.0%,11.3%,3.5%,60.6%,77.7%,48.3%,66.1%,31.4%,49.1%,0.93,R16 (Shanghai Masters)
2018,23,8,15,34.8%,24-36,40.0%,289-327,46.9%,7-7,50.0%,23,81.5%,12.3%,9.9%,4.7%,58.9%,73.9%,48.6%,63.5%,31.1%,48.2%,0.85,QF (2x)
2017,21,8,13,38.1%,23-29,44.2%,265-291,47.7%,10-5,66.7%,21,79.9%,15.0%,11.6%,3.4%,56.8%,75.9%,50.3%,64.8%,34.5%,49.5%,0.98,QF (s Hertogenbosch)
2016,33,10,23,30.3%,27-55,32.9%,375-456,45.1%,11-11,50.0%,33,77.5%,12.2%,10.5%,4.5%,57.7%,73.9%,48.5%,63.1%,31.7%,47.7%,0.86,R16 (4x)
2015,48,25,23,52.1%,64-64,50.0%,654-648,50.2%,8-17,32.0%,46,86.1%,14.5%,12.6%,3.8%,58.6%,77.4%,53.1%,67.3%,31.5%,50.0%,0.96,SF (Valencia)
2014,41,18,23,43.9%,50-55,47.6%,523-533,49.5%,8-11,42.1%,39,82.6%,15.6%,11.9%,4.7%,59.1%,75.1%,51.5%,65.5%,33.0%,49.5%,0.96,F (Washington)
2013,39,20,19,51.3%,53-50,51.5%,539-516,51.1%,11-15,42.3%,35,86.1%,18.6%,12.4%,4.6%,55.2%,79.2%,51.8%,66.9%,36.3%,51.3%,1.10,SF (4x)
2012,20,5,15,25.0%,14-35,28.6%,210-273,43.5%,3-5,37.5%,17,74.1%,13.4%,10.2%,4.9%,56.7%,72.2%,46.1%,60.9%,32.7%,47.2%,0.84,QF (Kuala Lumpur)
2011,11,6,5,54.5%,18-16,52.9%,184-168,52.3%,4-5,44.4%,7,84.2%,17.9%,9.4%,4.9%,54.2%,74.2%,52.2%,64.2%,32.8%,49.0%,0.92,R16 (Valencia)
2008,1,0,1,0.0%,1-2,33.3%,12-15,44.4%,0-0,-,0,,,,,,,,,,,,
Career,314,137,177,43.6%,365-443,45.2%,4023-4203,48.9%,81-94,46.3%,296,82.6%,15.0%,11.7%,4.3%,58.1%,76.1%,50.0%,65.2%,33.1%,49.4%,0.95,
