Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
27-Jul-2025,Canada Masters,Hard,R128,1250,689,(Q) Facundo Bagnis [ARG] d. (WC) Pospisil,6-2 3-6 6-3,0.73,7.6%,6.3%,44.3%,88.6%,29.5%,4/9,1:56
14-Jul-2025,Granby CH,Hard,Q1,1248,510,(12) Ryuki Matsuda [JPN] d. (WC) Pospisil,6-0 6-1,0.36,14.6%,2.4%,51.2%,57.1%,15.0%,3/9,0:53
07-Jul-2025,Winnipeg CH,Hard,Q1,1245,537,(10) Tsung Hao Huang [TPE] d. (Alt) Pospisil,6-3 6-4,0.60,9.8%,7.8%,43.1%,86.4%,41.4%,1/3,1:15
11-Nov-2024,Drummondville CH,Hard,R32,736,199,(5) Facundo Mena [ARG] d. (WC) Pospisil,6-7(4) 6-1 6-4,1.04,6.9%,6.9%,52.8%,81.6%,44.1%,2/7,2:06
14-Oct-2024,Calgary CH,Hard,R16,774,250,(6) Alexis Galarneau [CAN] d. (WC) Pospisil,7-5 6-2,0.47,10.4%,11.9%,49.3%,66.7%,44.1%,5/9,1:17
14-Oct-2024,Calgary CH,Hard,R32,774,941,(WC) Pospisil d. (Q) Alfredo Perez [USA],7-6(4) 4-6 6-3,1.11,13.6%,9.7%,52.4%,83.3%,46.9%,3/6,2:15
05-Aug-2024,Canada Masters,Hard,R64,610,18,Sebastian Korda [USA] d. (WC) Pospisil,2-1 RET,0.73,9.1%,0.0%,54.5%,83.3%,20.0%,0/1,0:19
15-Jul-2024,Granby CH,Hard,R32,618,643,(WC) Justin Boulais [CAN] d. (WC) Pospisil,6-4 6-4,0.89,9.4%,4.7%,53.1%,73.5%,40.0%,5/8,1:38
08-Jul-2024,Winnipeg CH,Hard,R32,626,197,Bu Yunchaokete [CHN] d. (WC) Pospisil,3-6 7-6(2) 6-2,0.86,15.4%,11.5%,51.9%,79.6%,42.0%,7/10,2:26
08-Apr-2024,Cuernavaca CH,Hard,QF,699,333,Nicolas Mejia [COL] d. (WC) Pospisil,6-4 6-4,0.71,13.7%,5.5%,54.8%,77.5%,36.4%,12/15,1:51
08-Apr-2024,Cuernavaca CH,Hard,R16,699,260,(WC) Pospisil d. Tristan Schoolkate [AUS],6-7(1) 6-4 6-2,1.20,10.5%,8.1%,48.8%,78.6%,61.4%,4/5,2:07
08-Apr-2024,Cuernavaca CH,Hard,R32,699,258,(WC) Pospisil d. (7) Gijs Brouwer [NED],6-1 6-2,1.76,11.1%,9.3%,63.0%,85.3%,40.0%,4/4,1:09
01-Apr-2024,Mexico City CH,Clay,R32,698,297,Alessandro Giannessi [ITA] d. (WC) Pospisil,6-3 3-6 6-4,0.97,11.3%,8.8%,47.5%,81.6%,57.1%,4/6,2:09
