Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,12,7,5,58.3%,1,1,0,100.0%,2004,2008,R16,10,1.04,3.4%,6.3%,62.0%,64.3%,42.5%,56.0%,45.7%,55.7%,46.3%
Roland Garros,5,Clay,8,3,5,37.5%,3,0,3,0.0%,2002,2006,R32,5,1.08,2.1%,7.7%,60.1%,62.8%,39.5%,53.5%,50.2%,36.0%,60.0%
Wimbledon,4,Grass,9,5,4,55.6%,1,1,0,100.0%,2004,2007,R16,7,0.98,4.1%,5.4%,66.1%,62.8%,45.4%,56.9%,42.1%,51.4%,44.1%
US Open,4,Hard,12,8,4,66.7%,5,2,3,40.0%,2004,2007,QF,11,1.08,3.7%,6.4%,60.6%,65.6%,47.6%,58.5%,45.0%,55.6%,44.9%
Fed Cup,3,,10,7,3,70.0%,2,1,1,50.0%,2004,2007,,0,,,,,,,,,,
Miami,5,Hard,15,10,5,66.7%,6,3,3,50.0%,2003,2007,SF,6,1.12,1.8%,3.6%,66.0%,59.8%,41.3%,53.5%,51.9%,56.9%,50.8%
Indian Wells,5,Hard,13,8,5,61.5%,2,1,1,50.0%,2003,2007,QF,4,1.48,6.2%,3.1%,73.3%,66.1%,66.7%,66.2%,50.0%,64.7%,48.7%
Paris,4,Carpet,14,10,4,71.4%,4,3,1,75.0%,2004,2007,SF,7,1.07,2.2%,4.5%,59.8%,61.8%,44.1%,54.7%,48.6%,60.0%,53.4%
Zurich,4,Hard,12,8,4,66.7%,2,1,1,50.0%,2004,2007,F,7,1.35,6.6%,1.8%,69.3%,67.2%,59.2%,64.8%,47.6%,66.7%,42.9%
Luxembourg,4,Hard,8,4,4,50.0%,1,0,1,0.0%,2004,2019,QF,5,0.93,6.2%,4.8%,62.0%,60.2%,41.4%,53.1%,43.6%,55.3%,42.4%
Antwerp,3,Hard,8,5,3,62.5%,7,4,3,57.1%,2005,2007,SF,0,,,,,,,,,,
