Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Segovia CH R32,L vs Grenier,1.02,0.81,57.6,4.0,-,70.0%,-,61.5%,29.7%,24.2%
2019 Phoenix CH R64,L vs Carballes Baena,1.06,0.61,57.0,2.1,6.5%,54.3%,4.5%,63.6%,33.3%,12.9%
2019 Bergamo CH QF,L vs De Greef,0.75,0.80,55.8,2.2,22.9%,62.9%,19.4%,80.6%,27.3%,34.1%
2019 Bergamo CH R16,W vs Giustino,1.46,1.98,36.2,2.4,7.4%,63.0%,22.2%,70.4%,39.1%,52.4%
2019 Bergamo CH R32,W vs Taberner,1.04,1.54,51.4,2.2,8.6%,65.7%,35.5%,87.1%,30.0%,42.3%
2019 Cherbourg CH QF,L vs Travaglia,0.83,0.67,46.2,5.0,11.4%,70.5%,19.4%,63.9%,29.3%,21.9%
2019 Cherbourg CH R16,W vs Bonzi,1.12,1.26,81.3,4.0,3.8%,73.1%,14.9%,68.1%,38.2%,27.8%
2019 Cherbourg CH R32,W vs Ignatik,1.47,3.09,37.1,2.0,8.3%,87.5%,13.6%,72.7%,35.7%,46.4%
2019 Sofia Q2,L vs Lazarov,0.96,0.95,67.4,57.0,14.3%,60.7%,17.6%,60.8%,50.0%,26.2%
2019 Sofia Q1,W vs Molleker,1.06,1.51,70.7,2.4,25.5%,72.3%,29.3%,73.2%,37.1%,40.7%
2019 Australian Open R128,L vs Carreno Busta,0.95,0.83,49.3,8.3,5.6%,67.8%,9.4%,61.2%,18.5%,44.0%
2019 Playford CH R16,L vs Li,0.91,0.83,61.4,5.6,11.5%,55.8%,23.5%,60.8%,38.6%,37.5%
2019 Playford CH R32,W vs Majchrzak,1.08,1.13,82.1,10.4,9.1%,60.0%,18.0%,66.0%,38.3%,39.3%
2018 Mouilleron-Le-Captif CH R32,L vs Janvier,1.13,0.51,42.6,2.4,0.0%,42.3%,8.3%,50.0%,16.0%,33.3%
2018 Brest CH R32,L vs Moutet,0.84,0.77,61.5,5.1,13.6%,54.5%,10.3%,71.8%,36.4%,32.5%
2018 Orleans CH SF,L vs Hoang,1.01,0.71,56.0,2.0,2.9%,54.3%,9.7%,58.1%,33.3%,27.6%
2018 Orleans CH QF,W vs Griekspoor,1.16,1.82,39.2,2.0,14.8%,66.7%,19.0%,76.2%,41.9%,50.0%
2018 Orleans CH R16,W vs Vatutin,1.01,1.48,52.9,2.2,10.3%,65.5%,14.8%,70.4%,57.1%,35.5%
2018 Orleans CH R32,W vs Gombos,1.12,1.16,87.1,36.8,6.0%,66.0%,12.8%,61.7%,41.2%,33.3%
2018 St. Petersburg R32,L vs Bautista Agut,0.90,0.49,46.9,2.3,14.3%,60.0%,6.5%,61.3%,25.0%,16.7%
2019 (13 matches),,1.02,1.04,60.2,3.4,10.8%,65.7%,17.8%,66.8%,33.6%,34.9%
2018 (47 matches),,1.02,1.08,55.7,2.7,9.9%,65.1%,12.0%,65.1%,36.3%,38.1%
2017 (42 matches),,1.03,1.06,55.2,2.8,11.3%,65.5%,13.1%,63.4%,36.1%,37.1%
2016 (51 matches),,1.02,1.04,59.7,3.1,11.2%,64.9%,14.0%,64.3%,36.0%,36.2%
2015 (32 matches),,1.01,1.07,54.2,2.8,14.2%,67.7%,16.2%,67.2%,35.4%,33.7%
Career (229 matches),,1.02,1.07,55.9,2.8,11.4%,65.7%,13.7%,64.9%,35.9%,36.7%
