Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,10,1,9,10.0%,8-18,30.8%,122-148,45.2%,3-3,50.0%,10,80.9%,9.8%,12.5%,2.9%,58.0%,76.6%,48.3%,64.7%,29.9%,47.6%,0.85
Clay,12,4,8,33.3%,11-20,35.5%,141-172,45.0%,4-3,57.1%,12,78.8%,11.6%,11.2%,3.6%,56.8%,71.3%,51.4%,62.7%,30.6%,47.2%,0.82
Grass,1,0,1,0.0%,1-3,25.0%,16-24,40.0%,1-0,100.0%,1,75.0%,0.0%,13.8%,7.8%,56.0%,78.5%,49.0%,65.5%,27.9%,46.2%,0.81
Grand Slams,4,0,4,0.0%,4-10,28.6%,58-78,42.6%,2-0,100.0%,4,80.3%,4.4%,11.7%,4.8%,57.0%,72.6%,51.3%,63.4%,30.2%,47.0%,0.83
Masters,3,1,2,33.3%,3-5,37.5%,34-44,43.6%,1-0,100.0%,3,83.8%,5.0%,12.3%,2.6%,59.0%,76.9%,49.5%,65.6%,25.2%,46.0%,0.73
Other Tours,16,4,12,25.0%,13-26,33.3%,187-222,45.7%,5-6,45.5%,16,78.4%,13.1%,11.9%,3.2%,57.0%,74.0%,49.5%,63.5%,31.0%,47.6%,0.85
Best of 5,4,0,4,0.0%,4-10,28.6%,58-78,42.6%,2-0,100.0%,4,80.3%,4.4%,11.7%,4.8%,57.0%,72.6%,51.3%,63.4%,30.2%,47.0%,0.83
Best of 3,19,5,14,26.3%,16-31,34.0%,221-266,45.4%,6-6,50.0%,19,79.2%,11.7%,12.0%,3.1%,57.3%,74.4%,49.5%,63.8%,30.1%,47.4%,0.83
Finals,1,0,1,0.0%,1-2,33.3%,16-16,50.0%,0-1,0.0%,1,87.5%,13.3%,14.0%,2.2%,66.7%,66.1%,61.3%,64.5%,29.4%,47.8%,0.83
Semi-finals,1,1,0,100.0%,2-1,66.7%,18-15,54.5%,0-1,0.0%,1,87.5%,25.0%,9.1%,4.5%,59.1%,75.4%,53.3%,66.4%,36.9%,52.1%,1.10
Quarter-finals,1,1,0,100.0%,2-0,100.0%,14-12,53.8%,2-0,100.0%,1,91.7%,8.3%,12.0%,2.4%,65.1%,74.1%,65.5%,71.1%,30.7%,50.3%,1.06
vs Righties,21,5,16,23.8%,20-37,35.1%,266-320,45.4%,8-6,57.1%,21,80.6%,10.1%,12.1%,3.4%,57.7%,74.4%,50.3%,64.2%,30.1%,47.5%,0.84
vs Lefties,2,0,2,0.0%,0-4,0.0%,13-24,35.1%,0-0,-,2,61.1%,10.5%,9.3%,5.1%,50.8%,66.7%,44.8%,55.9%,30.6%,43.7%,0.70
vs Top 10,1,0,1,0.0%,0-1,0.0%,1-6,14.3%,0-0,-,1,33.3%,0.0%,3.8%,7.7%,61.5%,50.0%,40.0%,46.2%,22.7%,35.4%,0.42
