Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2021,8,1,7,12.5%,3-17,15.0%,72-117,38.1%,0-2,0.0%,7,65.9%,14.0%,2.9%,4.0%,65.1%,61.3%,46.4%,56.1%,29.8%,43.3%,0.68,R32 (Queen's Club)
2020,2,0,2,0.0%,1-5,16.7%,16-33,32.7%,0-0,-,2,62.5%,4.0%,3.8%,4.5%,54.8%,62.8%,45.1%,54.8%,32.3%,43.4%,0.71,R32 (Dubai)
2017,23,9,14,39.1%,27-35,43.5%,297-295,50.2%,3-8,27.3%,23,78.0%,23.4%,6.7%,5.0%,58.8%,72.7%,52.9%,64.5%,37.0%,50.4%,1.04,QF (Chengdu)
2016,16,7,9,43.8%,19-21,47.5%,183-196,48.3%,3-3,50.0%,16,79.8%,16.2%,8.7%,4.8%,59.8%,72.6%,52.7%,64.6%,34.0%,49.5%,0.96,QF (Winston-Salem)
2015,41,19,22,46.3%,50-47,51.5%,483-459,51.3%,7-6,53.8%,37,76.3%,20.9%,6.4%,3.2%,58.1%,71.2%,51.6%,63.0%,36.5%,49.7%,0.99,QF (5x)
2014,45,23,22,51.1%,54-50,51.9%,505-506,50.0%,11-9,55.0%,44,80.1%,19.8%,5.5%,4.2%,64.1%,70.9%,52.6%,64.3%,35.4%,49.8%,0.99,F (Auckland)
2013,36,18,18,50.0%,47-40,54.0%,435-402,52.0%,6-8,42.9%,34,78.0%,26.2%,4.7%,4.2%,62.8%,70.1%,51.4%,63.1%,39.7%,51.1%,1.08,QF (2x)
2012,31,12,19,38.7%,32-45,41.6%,373-406,47.9%,8-8,50.0%,31,78.1%,16.9%,6.1%,4.7%,60.0%,72.4%,50.3%,63.5%,34.7%,49.0%,0.95,QF (Queen's Club)
2011,33,12,21,36.4%,35-46,43.2%,371-414,47.3%,7-5,58.3%,31,74.1%,17.1%,4.4%,5.0%,60.9%,68.6%,49.9%,61.3%,35.1%,48.4%,0.91,QF (2x)
2010,35,15,20,42.9%,39-48,44.8%,410-456,47.3%,9-6,60.0%,35,77.2%,17.3%,6.8%,4.0%,59.0%,70.4%,51.0%,62.4%,35.3%,48.7%,0.94,QF (2x)
2009,33,10,23,30.3%,32-53,37.6%,368-448,45.1%,7-3,70.0%,31,71.2%,19.1%,4.1%,4.5%,61.0%,68.1%,46.9%,59.8%,36.0%,47.9%,0.89,R16 (3x)
2008,26,11,15,42.3%,33-35,48.5%,332-356,48.3%,10-4,71.4%,23,76.1%,16.0%,4.6%,5.1%,60.2%,69.6%,49.5%,61.6%,36.1%,48.9%,0.94,QF (2x)
2007,21,7,14,33.3%,19-35,35.2%,244-285,46.1%,4-6,40.0%,19,71.2%,18.7%,5.5%,5.3%,59.2%,67.9%,47.7%,59.6%,35.6%,47.5%,0.88,QF (Memphis)
2006,9,2,7,22.2%,5-16,23.8%,87-120,42.0%,1-4,20.0%,8,73.8%,16.5%,5.9%,4.4%,62.2%,70.7%,50.3%,63.0%,33.0%,47.5%,0.89,R32 (4x)
2005,15,6,9,40.0%,20-25,44.4%,215-226,48.8%,5-2,71.4%,10,72.6%,22.5%,6.9%,5.3%,59.5%,72.6%,46.6%,62.1%,36.5%,48.8%,0.96,R16 (2x)
2004,15,5,10,33.3%,14-23,37.8%,159-177,47.3%,1-2,33.3%,13,74.8%,16.1%,5.9%,5.4%,60.7%,70.9%,48.3%,62.0%,34.3%,48.1%,0.90,R16 (2x)
2003,5,3,2,60.0%,9-6,60.0%,72-66,52.2%,0-0,-,0,,,,,,,,,,,,
2001,3,2,1,66.7%,8-4,66.7%,55-48,53.4%,0-0,-,0,,,,,,,,,,,,
Career,397,162,235,40.8%,447-551,44.8%,4677-5010,48.3%,82-76,51.9%,364,76.0%,19.2%,5.6%,4.5%,60.6%,70.2%,50.3%,62.4%,35.8%,49.0%,0.95,
