Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2022-06-27),991,10,,,,,,,,,,,,
2020,1008,10,,,,,,,,,,,,
2018,532,8,,,,,,,,,,,,
2018,532,8,,,,,,,,,,,,
2017,71,704,59,1780,53,1739,122,1587,25,1763,235,270,,
2016,64,754,39,1830,39,1775,104,1626,20,1802,462,120,,
2015,77,674,48,1812,39,1772,100,1617,39,1710,117,645,,
2014,38,993,56,1787,52,1745,119,1589,45,1685,577,90,,
2013,65,730,77,1737,70,1694,143,1562,56,1650,194,360,,
2012,59,759,68,1750,60,1710,153,1538,68,1642,144,475,,
2011,82,651,92,1706,87,1659,154,1526,77,1604,208,315,,
2010,35,1141,67,1760,65,1705,139,1560,66,1616,88,874,,
2009,98,537,87,1710,73,1670,157,1538,108,1522,177,375,,
2008,64,622,70,1746,58,1720,,,101,1542,794,37,,
2007,110,393,130,1633,105,1609,172,1506,115,1523,233,251,,
2006,89,450,133,1619,109,1594,,,99,1525,205,274,,
2005,158,264,151,1589,132,1558,173,1509,95,1535,116,478,,
2004,87,466,150,1595,134,1556,,,98,1540,123,429,,
2003,190,194,227,1477,199,1452,,,,,171,286,,
2002,192,179,246,1387,232,1384,,,,,170,272,,
2001,543,35,,,,,,,,,643,45,,
