Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,5,1,4,20.0%,2-9,18.2%,41-63,39.4%,0-1,0.0%,4,72.7%,14.0%,3.3%,4.3%,69.6%,64.1%,44.0%,58.0%,28.7%,44.2%,0.68
Clay,1,0,1,0.0%,0-3,0.0%,7-18,28.0%,0-0,-,1,33.3%,15.4%,1.3%,5.3%,53.3%,55.0%,31.4%,44.0%,31.0%,37.7%,0.55
Grass,2,0,2,0.0%,1-5,16.7%,24-36,40.0%,0-1,0.0%,2,69.0%,13.3%,2.9%,2.9%,63.0%,58.7%,57.8%,58.4%,30.9%,44.4%,0.74
Grand Slams,3,0,3,0.0%,1-9,10.0%,33-60,35.5%,0-1,0.0%,3,60.0%,12.8%,3.0%,4.1%,64.6%,60.0%,44.8%,54.6%,28.4%,41.6%,0.62
Masters,2,1,1,50.0%,2-2,50.0%,16-19,45.7%,0-0,-,2,72.2%,17.6%,4.3%,3.5%,69.6%,63.7%,45.7%,58.3%,29.8%,45.5%,0.71
Other Tours,3,0,3,0.0%,0-6,0.0%,23-38,37.7%,0-1,0.0%,2,72.7%,13.6%,1.4%,4.3%,62.3%,61.6%,50.0%,57.2%,32.8%,45.2%,0.77
Best of 5,3,0,3,0.0%,1-9,10.0%,33-60,35.5%,0-1,0.0%,3,60.0%,12.8%,3.0%,4.1%,64.6%,60.0%,44.8%,54.6%,28.4%,41.6%,0.62
Best of 3,5,1,4,20.0%,2-8,20.0%,39-57,40.6%,0-1,0.0%,4,72.5%,15.4%,2.8%,4.0%,65.6%,62.7%,48.3%,57.7%,31.6%,45.3%,0.75
vs Righties,8,1,7,12.5%,3-17,15.0%,72-117,38.1%,0-2,0.0%,7,65.9%,14.0%,2.9%,4.0%,65.1%,61.3%,46.4%,56.1%,29.8%,43.3%,0.68
vs Top 10,3,0,3,0.0%,0-7,0.0%,15-42,26.3%,0-0,-,2,35.0%,14.3%,1.7%,5.8%,60.0%,48.6%,33.3%,42.5%,28.9%,35.9%,0.50
