Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
15,Go Soeda [JPN],11,4,73.3%,2,1,1,50.0%,2005,2017,6,1.44,9.4%,4.1%,61.0%,78.7%,52.3%,68.4%,45.6%,54.5%,48.0%
13,Jimmy Wang [TPE],9,4,69.2%,2,2,0,100.0%,2001,2017,5,1.48,9.3%,3.7%,57.6%,72.9%,56.1%,65.8%,50.5%,66.7%,51.1%
13,Danai Udomchoke [THA],9,4,69.2%,8,5,3,62.5%,2000,2013,6,1.32,7.2%,1.3%,62.0%,74.6%,60.5%,69.3%,40.5%,35.7%,44.0%
8,Gilles Muller [LUX],4,4,50.0%,5,3,2,60.0%,2002,2014,3,1.13,7.6%,1.9%,63.5%,78.4%,59.7%,71.6%,32.1%,81.8%,36.4%
8,Rik De Voest [RSA],6,2,75.0%,1,0,1,0.0%,2001,2013,3,1.07,4.5%,3.8%,57.2%,78.3%,46.8%,64.8%,37.7%,66.7%,37.5%
8,Aisam Ul Haq Qureshi [PAK],3,5,37.5%,2,0,2,0.0%,2001,2008,0,,,,,,,,,,
7,Marco Chiudinelli [SUI],3,4,42.9%,1,0,1,0.0%,2002,2017,4,1.04,4.9%,3.9%,65.2%,66.8%,54.7%,62.6%,38.7%,73.7%,34.4%
7,Ivo Karlovic [CRO],2,5,28.6%,11,5,6,45.5%,2002,2016,5,0.77,6.8%,5.1%,63.8%,81.0%,56.3%,72.0%,21.6%,83.3%,14.3%
7,Peng Sun [CHN],6,1,85.7%,2,1,1,50.0%,2002,2008,0,,,,,,,,,,
6,Yuichi Sugita [JPN],4,2,66.7%,4,2,2,50.0%,2010,2016,6,1.15,7.9%,4.1%,62.4%,72.9%,47.3%,63.3%,42.3%,61.5%,47.9%
6,Di Wu [CHN],5,1,83.3%,1,1,0,100.0%,2010,2016,5,1.35,10.9%,4.1%,60.4%,74.5%,49.3%,64.5%,48.1%,53.8%,57.8%
6,Nicolas Mahut [FRA],1,5,16.7%,3,0,3,0.0%,2005,2015,2,0.94,9.9%,2.0%,61.8%,69.1%,60.3%,65.8%,32.2%,33.3%,33.3%
6,Guillermo Garcia Lopez [ESP],3,3,50.0%,2,1,1,50.0%,2009,2015,6,1.02,6.0%,5.5%,63.7%,69.8%,47.6%,61.8%,39.0%,51.7%,35.9%
6,Mao Xin Gong [CHN],6,0,100.0%,0,0,0,-,2011,2014,5,2.06,7.0%,3.7%,66.5%,78.3%,69.4%,75.3%,50.9%,50.0%,50.0%
6,Bjorn Phau [GER],5,1,83.3%,2,1,1,50.0%,2003,2008,0,,,,,,,,,,
