Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,16,Hard,23,7,16,30.4%,7,2,5,28.6%,2003,2021,R32,20,0.92,5.1%,3.6%,60.9%,69.0%,48.5%,61.0%,36.0%,58.3%,39.1%
Roland Garros,12,Clay,15,3,12,20.0%,5,1,4,20.0%,2004,2021,R64,12,0.78,5.3%,4.4%,61.0%,65.5%,44.3%,57.2%,33.5%,58.7%,38.4%
Wimbledon,16,Grass,30,14,16,46.7%,14,9,5,64.3%,2003,2021,QF,26,0.92,7.4%,3.3%,64.7%,71.1%,49.6%,63.5%,33.6%,62.9%,37.6%
US Open,15,Hard,20,5,15,25.0%,12,4,8,33.3%,2002,2017,R64,14,0.86,5.6%,5.5%,58.5%,69.7%,49.9%,61.5%,33.0%,56.8%,35.2%
Olympics,5,,7,2,5,28.6%,2,1,1,50.0%,2004,2021,R16,5,1.09,6.4%,3.9%,59.3%,74.8%,53.1%,65.9%,37.0%,52.2%,37.0%
Davis Cup,9,,25,17,8,68.0%,7,4,3,57.1%,2001,2015,,0,,,,,,,,,,
Queen's Club,9,Grass,17,8,9,47.1%,11,8,3,72.7%,2004,2021,QF,15,0.89,5.5%,4.6%,63.9%,72.3%,53.4%,65.5%,30.7%,44.8%,37.5%
Miami Masters,10,Hard,20,10,10,50.0%,3,1,2,33.3%,2008,2021,R64,20,1.07,4.7%,4.3%,57.4%,71.5%,52.8%,63.5%,39.2%,56.5%,42.1%
Dubai,2,Hard,2,0,2,0.0%,0,0,0,-,2011,2020,R32,2,0.70,2.7%,5.4%,60.4%,55.2%,47.7%,52.3%,33.3%,65.0%,25.0%
Shanghai Masters,8,Hard,20,12,8,60.0%,6,0,6,0.0%,2010,2017,R32,18,1.16,8.3%,4.8%,63.8%,75.9%,53.4%,67.7%,37.3%,64.1%,59.5%
Tokyo,6,Hard,11,5,6,45.5%,7,2,5,28.6%,2004,2017,R16,11,1.12,7.1%,3.7%,61.2%,73.4%,50.4%,64.5%,39.8%,58.6%,41.0%
Chengdu,2,Hard,5,3,2,60.0%,1,0,1,0.0%,2016,2017,QF,5,1.23,10.4%,4.9%,65.0%,76.1%,49.1%,66.7%,40.9%,61.9%,41.7%
