Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,298,125,173,41.9%,333-390,46.1%,3419-3550,49.1%,52-56,48.1%,276,76.0%,20.7%,5.5%,4.7%,59.4%,70.5%,50.6%,62.4%,36.7%,49.3%,0.98
Clay,27,6,21,22.2%,22-51,30.1%,297-405,42.3%,4-6,40.0%,24,67.4%,16.5%,4.8%,4.3%,61.8%,64.5%,46.2%,57.5%,33.9%,46.1%,0.80
Grass,66,28,38,42.4%,83-103,44.6%,880-986,47.2%,26-13,66.7%,63,79.2%,14.6%,6.5%,3.9%,64.7%,71.2%,50.9%,64.0%,33.5%,48.7%,0.93
Carpet,6,3,3,50.0%,9-7,56.3%,81-69,54.0%,0-1,0.0%,1,100.0%,37.5%,3.8%,5.7%,56.6%,90.0%,47.8%,71.7%,43.2%,58.8%,1.53
Grand Slams,74,23,51,31.1%,92-163,36.1%,1125-1346,45.5%,14-19,42.4%,72,75.1%,16.6%,6.1%,4.0%,61.8%,69.4%,48.5%,61.4%,34.1%,47.9%,0.89
Masters,68,27,41,39.7%,71-82,46.4%,723-758,48.8%,16-11,59.3%,68,76.9%,20.0%,4.8%,4.6%,60.0%,70.8%,50.7%,62.7%,36.3%,49.4%,0.97
Other Tours,230,95,135,41.3%,228-275,45.3%,2377-2555,48.2%,48-43,52.7%,224,76.2%,20.3%,5.7%,4.7%,60.2%,70.5%,51.1%,62.8%,36.5%,49.4%,0.98
Best of 5,98,40,58,40.8%,148-192,43.5%,1573-1685,48.3%,18-22,45.0%,72,75.1%,16.6%,6.1%,4.0%,61.8%,69.4%,48.5%,61.4%,34.1%,47.9%,0.89
Best of 3,299,122,177,40.8%,299-359,45.4%,3104-3325,48.3%,64-54,54.2%,292,76.4%,20.2%,5.5%,4.7%,60.2%,70.6%,51.0%,62.8%,36.5%,49.4%,0.98
Finals,1,0,1,0.0%,0-2,0.0%,12-14,46.2%,0-2,0.0%,1,100.0%,0.0%,5.4%,1.1%,66.7%,72.6%,61.3%,68.8%,22.5%,47.4%,0.72
Semi-finals,3,1,2,33.3%,3-3,50.0%,29-33,46.8%,1-0,100.0%,3,73.3%,19.4%,7.3%,5.9%,57.6%,71.2%,46.0%,60.5%,35.0%,48.0%,0.89
Quarter-finals,21,3,18,14.3%,9-32,22.0%,155-229,40.4%,0-6,0.0%,19,70.4%,12.4%,5.6%,4.9%,62.0%,66.4%,47.1%,59.0%,31.8%,45.6%,0.78
vs Righties,347,134,213,38.6%,380-504,43.0%,4098-4483,47.8%,69-69,50.0%,321,75.5%,19.2%,5.5%,4.6%,60.6%,70.0%,49.8%,62.0%,35.9%,48.9%,0.95
vs Lefties,43,21,22,48.8%,49-47,51.0%,468-486,49.1%,13-7,65.0%,40,79.6%,17.6%,6.9%,3.8%,60.7%,72.1%,53.9%,64.9%,34.9%,49.8%,1.00
vs Top 10,38,7,31,18.4%,20-73,21.5%,359-538,40.0%,7-5,58.3%,36,69.9%,10.8%,4.1%,4.4%,61.0%,66.3%,46.1%,58.4%,30.4%,44.8%,0.73
