Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2018,3,1,2,33.3%,2-3,40.0%,19-23,45.2%,0-0,-,3,63.6%,21.7%,5.5%,6.9%,54.5%,62.0%,45.5%,54.5%,39.6%,47.2%,0.87,R16 (Seoul)
2017,32,26,6,81.3%,52-13,80.0%,366-227,61.7%,3-2,60.0%,32,89.4%,33.3%,10.2%,2.4%,63.6%,79.1%,57.6%,71.2%,42.5%,56.1%,1.48,W (3x)
2016,39,34,5,87.2%,72-22,76.6%,541-388,58.2%,11-8,57.9%,39,86.1%,29.9%,7.5%,3.8%,61.4%,75.8%,54.8%,67.7%,40.9%,53.9%,1.27,W (4x)
2015,18,13,5,72.2%,29-10,74.4%,227-155,59.4%,5-3,62.5%,18,86.9%,30.5%,8.1%,3.5%,62.7%,76.8%,53.1%,67.9%,42.2%,54.7%,1.32,W (Ningbo)
2014,9,8,1,88.9%,14-4,77.8%,109-68,61.6%,0-3,0.0%,9,92.6%,30.8%,7.0%,3.6%,66.6%,74.9%,62.8%,70.8%,41.5%,55.6%,1.42,W (Kaohsiung)
2013,22,16,6,72.7%,32-12,72.7%,243-168,59.1%,3-2,60.0%,22,80.0%,38.7%,5.5%,5.1%,60.4%,72.8%,51.5%,64.3%,44.1%,54.1%,1.24,W (2x)
2012,32,25,7,78.1%,53-13,80.3%,383-234,62.1%,6-5,54.5%,32,86.7%,36.4%,8.1%,4.2%,61.9%,77.1%,54.7%,68.6%,43.4%,55.3%,1.38,W (3x)
2011,20,15,5,75.0%,30-14,68.2%,230-168,57.8%,3-0,100.0%,20,81.8%,33.0%,7.6%,4.8%,59.2%,73.9%,54.6%,66.1%,42.2%,53.8%,1.24,W (2x)
2010,22,18,4,81.8%,39-14,73.6%,285-202,58.5%,2-1,66.7%,22,85.9%,31.3%,6.7%,3.6%,60.2%,74.4%,57.3%,67.6%,41.4%,53.8%,1.28,W (2x)
2009,22,16,6,72.7%,35-12,74.5%,250-180,58.1%,2-2,50.0%,0,,,,,,,,,,,,W (2x)
2008,48,38,10,79.2%,77-28,73.3%,555-409,57.6%,6-3,66.7%,0,,,,,,,,,,,,W (3x)
2007,37,26,11,70.3%,54-24,69.2%,410-323,55.9%,8-4,66.7%,0,,,,,,,,,,,,W (Kaohsiung)
2006,72,49,23,68.1%,107-50,68.2%,827-668,55.3%,11-6,64.7%,0,,,,,,,,,,,,W (Caloundra)
2005,25,16,9,64.0%,35-21,62.5%,294-229,56.2%,3-5,37.5%,0,,,,,,,,,,,,W (Fergana)
2004,51,38,13,74.5%,82-28,74.5%,612-434,58.5%,7-7,50.0%,0,,,,,,,,,,,,W (3x)
2003,42,22,20,52.4%,53-44,54.6%,505-488,50.9%,14-12,53.8%,0,,,,,,,,,,,,SF (2x)
2002,20,8,12,40.0%,22-26,45.8%,232-242,48.9%,4-6,40.0%,0,,,,,,,,,,,,SF (Granby)
Career,514,369,145,71.8%,788-338,70.0%,6088-4606,56.9%,88-69,56.1%,197,85.7%,32.8%,7.7%,3.9%,61.6%,75.7%,55.1%,67.8%,42.2%,54.5%,1.31,
