Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W25 Evansville IN SF,L vs Min,0.89,0.62,40.5,2.1,-,39.3%,-,54.2%,31.3%,44.8%
2019 W25 Evansville IN QF,W vs Mandlik,1.19,1.31,52.5,2.4,-,56.8%,-,73.2%,42.9%,34.2%
2019 W25 Daegu QF,W vs Jeong,0.99,1.32,56.6,2.0,-,54.5%,-,65.5%,58.8%,48.5%
2019 W25 Osaka R32,L vs Sema,1.12,0.63,44.7,2.0,0.0%,36.7%,0.0%,44.8%,32.0%,34.8%
2019 W80 Palm Harbor FL R32,L vs Osuigwe,0.92,0.64,50.7,2.1,0.0%,38.5%,0.0%,30.0%,43.8%,46.7%
2019 W25 Canberra R16,L vs Inglis,1.02,0.87,73.5,23.8,0.0%,51.7%,1.8%,56.1%,43.5%,34.1%
2019 W25 Canberra R32,W vs Bozovic,1.09,1.22,59.5,2.4,0.0%,53.4%,0.0%,59.3%,46.8%,51.3%
2019 W25 Mildura R32,L vs Sun,1.06,0.67,49.1,2.2,0.0%,54.3%,0.0%,37.1%,31.0%,38.5%
2019 W15 Perth QF,L vs Marshall,0.99,0.90,73.3,9.0,0.0%,44.9%,2.2%,47.8%,50.0%,47.6%
2019 W15 Perth R16,W vs Mays,1.03,1.67,39.8,3.8,0.0%,66.7%,0.0%,63.6%,68.8%,43.3%
2019 W15 Antalya R32,L vs Damaschin,0.79,0.76,57.8,2.0,0.0%,53.3%,0.0%,57.1%,40.5%,45.7%
2019 W15 Antalya SF,L vs Naito,0.88,0.88,64.7,11.8,0.0%,53.2%,0.0%,44.2%,51.1%,51.2%
2019 W15 Antalya R16,W vs Aikawa,1.09,1.16,81.8,6.9,0.0%,60.8%,0.0%,47.1%,45.1%,53.3%
2019 W25 Petit Bourg Guadeloupe R16,L vs Le Bihan,0.82,0.49,33.1,2.2,0.0%,29.2%,0.0%,56.5%,37.5%,30.4%
2019 W25 Petit Bourg Guadeloupe R32,W vs Stefani,1.15,1.23,62.7,2.3,0.0%,51.2%,0.0%,57.9%,52.6%,44.7%
2019 W25 Playford R32,L vs Haas,1.07,0.66,48.3,2.2,0.0%,50.0%,0.0%,26.9%,46.2%,29.2%
2017 Nanao $25K R32,L vs Hondo,1.00,0.66,46.0,2.5,0.0%,37.5%,4.3%,34.8%,41.9%,42.3%
2017 Tsukuba $25K R32,L vs Sema,0.98,0.66,48.7,2.5,0.0%,33.3%,0.0%,43.5%,33.3%,51.9%
2017 Kofu $25K R32,L vs Haet,0.94,0.63,42.1,2.7,0.0%,40.7%,0.0%,46.2%,40.0%,35.7%
2017 Tokyo $25K R32,L vs Shimizu,0.91,0.68,49.6,2.5,0.0%,32.0%,0.0%,43.5%,46.4%,46.2%
2019 (16 matches),,1.02,0.93,58.5,2.8,0.0%,50.7%,0.4%,52.1%,45.7%,43.4%
2017 (9 matches),,1.03,0.92,63.7,3.0,0.0%,46.6%,0.6%,50.5%,44.6%,47.2%
2016 (9 matches),,1.03,1.02,54.4,2.8,0.3%,52.1%,0.3%,53.1%,49.2%,44.5%
2014 (1 matches),,1.06,0.50,39.0,2.1,0.0%,45.8%,0.0%,45.5%,33.3%,17.4%
Career (35 matches),,1.02,0.94,58.5,2.8,0.1%,49.8%,0.4%,51.8%,46.1%,44.2%
