Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2003,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,0,,,,,,,,,,,,R32 (Zagreb)
2002,5,2,3,40.0%,4-5,44.4%,37-41,47.4%,1-0,100.0%,0,,,,,,,,,,,,R16 (2x)
1998,6,4,2,66.7%,6-4,60.0%,47-41,53.4%,3-1,75.0%,0,,,,,,,,,,,,SF (Nice)
1996,29,18,11,62.1%,31-25,55.4%,261-228,53.4%,7-1,87.5%,0,,,,,,,,,,,,W (2x)
1995,11,6,5,54.5%,11-12,47.8%,106-107,49.8%,3-0,100.0%,0,,,,,,,,,,,,F (Siracusa)
1993,1,0,1,0.0%,0-2,0.0%,1-12,7.7%,0-0,-,0,,,,,,,,,,,,R32 (Tampere)
Career,53,30,23,56.6%,52-50,51.0%,456-441,50.8%,14-2,87.5%,0,,,,,,,,,,,,
