Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,199,115,84,57.8%,280-219,56.1%,2524-2401,51.2%,52-39,57.1%,189,78.6%,23.2%,8.4%,3.3%,59.1%,72.5%,50.0%,63.3%,37.5%,50.4%,1.02
Clay,180,109,71,60.6%,256-190,57.4%,2231-2008,52.6%,27-27,50.0%,170,75.2%,30.5%,6.6%,2.6%,57.0%,69.7%,51.0%,61.6%,41.7%,51.5%,1.09
Grass,15,7,8,46.7%,21-24,46.7%,227-235,49.1%,5-4,55.6%,14,81.2%,20.1%,8.5%,7.5%,55.2%,77.3%,43.8%,62.3%,36.2%,49.4%,0.96
Carpet,29,15,14,51.7%,36-34,51.4%,337-357,48.6%,7-5,58.3%,25,81.8%,15.0%,13.5%,4.9%,54.0%,76.8%,47.9%,63.5%,33.2%,48.9%,0.91
Grand Slams,58,34,24,58.6%,122-93,56.7%,1086-1016,51.7%,23-14,62.2%,57,79.1%,24.7%,7.0%,3.2%,60.4%,72.9%,48.5%,63.3%,39.1%,51.1%,1.06
Masters,65,31,34,47.7%,72-76,48.6%,690-723,48.8%,11-11,50.0%,63,74.8%,22.7%,8.1%,3.3%,59.2%,70.9%,47.2%,61.3%,37.1%,49.4%,0.96
Other Tours,284,174,110,61.3%,374-269,58.2%,3293-2998,52.3%,53-47,53.0%,275,77.8%,26.7%,8.3%,3.3%,56.4%,71.6%,51.1%,62.7%,39.4%,51.0%,1.06
Best of 5,71,44,27,62.0%,153-114,57.3%,1352-1248,52.0%,28-18,60.9%,60,79.1%,25.3%,7.1%,3.1%,60.3%,72.8%,49.0%,63.3%,39.3%,51.2%,1.07
Best of 3,352,202,150,57.4%,440-353,55.5%,3967-3753,51.4%,63-57,52.5%,338,77.1%,25.6%,8.3%,3.4%,57.0%,71.5%,50.3%,62.4%,38.9%,50.6%,1.03
Finals,18,12,6,66.7%,28-21,57.1%,251-226,52.6%,3-4,42.9%,17,73.9%,29.6%,7.1%,3.0%,58.4%,69.6%,48.7%,60.9%,40.9%,50.8%,1.05
Semi-finals,29,18,11,62.1%,43-26,62.3%,350-309,53.1%,6-4,60.0%,29,75.4%,29.2%,7.4%,3.4%,56.2%,71.8%,49.3%,61.9%,40.7%,51.3%,1.07
Quarter-finals,46,29,17,63.0%,67-47,58.8%,569-531,51.7%,11-5,68.8%,46,76.4%,26.3%,9.2%,3.0%,58.6%,71.4%,50.6%,62.8%,39.4%,51.1%,1.06
vs Righties,362,212,150,58.6%,511-400,56.1%,4548-4287,51.5%,79-63,55.6%,339,77.0%,25.9%,7.8%,3.3%,57.8%,71.5%,49.8%,62.3%,39.2%,50.8%,1.04
vs Lefties,61,34,27,55.7%,82-67,55.0%,771-714,51.9%,12-12,50.0%,59,80.6%,23.4%,9.3%,3.6%,57.6%,73.6%,51.2%,64.1%,37.6%,50.7%,1.05
vs Top 10,46,12,34,26.1%,37-79,31.9%,504-632,44.4%,4-10,28.6%,46,73.1%,16.2%,10.0%,4.0%,56.6%,70.8%,46.8%,60.4%,34.6%,47.7%,0.87
