Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2003,125,318,96,1694,75,1681,83,1664,,,917,21,,
2002,107,378,67,1772,57,1742,53,1756,,,495,66,,
2001,49,740,43,1857,35,1814,21,1864,,,275,185,,
2000,4,3110,9,1969,13,1905,4,1982,36,1726,159,380,,
1999,15,1748,11,1973,11,1916,10,1915,25,1750,359,129,,
1998,52,818,58,1805,68,1713,49,1793,46,1686,1276,3,,
1997,22,1450,18,1953,36,1812,20,1921,23,1777,172,378,,
1996,86,559,64,1825,55,1770,64,1775,,,316,163,,
1995,170,,171,1623,,,126,1653,,,348,127,,
1994,1003,5,,,,,,,,,714,31,,
1993,588,,,,,,,,,,912,12,,
1992,690,,,,,,,,,,,,,
