Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,15,9,6,60.0%,13,9,4,69.2%,1996,2001,SF,15,1.01,7.2%,2.6%,62.9%,72.9%,45.4%,62.7%,37.6%,63.1%,41.0%
Roland Garros,8,Clay,20,12,8,60.0%,7,3,4,42.9%,1996,2003,F,20,1.15,6.0%,2.1%,59.4%,70.0%,52.9%,63.1%,42.3%,67.5%,35.9%
Wimbledon,4,Grass,9,5,4,55.6%,6,5,1,83.3%,1997,2000,R32,8,0.99,8.4%,6.6%,56.6%,79.6%,41.6%,63.1%,36.6%,68.7%,32.1%
US Open,6,Hard,14,8,6,57.1%,11,6,5,54.5%,1997,2003,R16,14,1.05,7.4%,3.5%,61.5%,73.4%,49.6%,64.2%,37.4%,64.7%,38.2%
Olympics,1,,3,2,1,66.7%,3,0,3,0.0%,2000,2000,R16,0,,,,,,,,,,
Davis Cup,5,,13,7,6,53.8%,7,4,3,57.1%,1998,2003,,0,,,,,,,,,,
Bastad,9,Clay,28,21,7,75.0%,3,2,1,66.7%,1995,2003,W,28,1.17,7.3%,2.5%,55.7%,69.1%,52.2%,61.6%,45.0%,61.4%,48.3%
Stockholm,6,Hard,15,9,6,60.0%,5,3,2,60.0%,1996,2002,SF,14,1.05,11.7%,4.1%,54.7%,73.1%,51.9%,63.5%,38.2%,58.7%,42.2%
Rome Masters,5,Clay,11,7,4,63.6%,4,2,2,50.0%,1998,2003,W,11,1.20,9.4%,1.4%,61.4%,74.0%,51.7%,65.4%,41.5%,64.3%,47.2%
Monte Carlo Masters,5,Clay,10,5,5,50.0%,2,1,1,50.0%,1998,2003,R16,10,0.98,7.3%,3.6%,59.1%,70.0%,44.8%,59.7%,39.4%,62.9%,40.0%
Long Island,4,Hard,12,10,2,83.3%,4,3,1,75.0%,1998,2002,W,12,1.12,8.2%,2.8%,60.9%,71.2%,51.3%,63.4%,41.1%,56.3%,46.8%
Stuttgart Outdoor,4,Clay,10,7,3,70.0%,5,2,3,40.0%,1997,2000,W,10,1.31,6.8%,2.3%,55.3%,70.6%,62.8%,67.1%,43.0%,56.8%,45.8%
