Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2001 Rome R64,L vs Santopadre,4.5%,100.0%,19.6%,68.2%,8.2%,13.3%,5.6%,6.5%,0.0%,0.5%,0.0%,22,14
2000 Roland Garros F,L vs Kuerten,1.3%,50.0%,10.1%,71.0%,12.0%,20.0%,15.4%,7.9%,12.2%,0.7%,75.0%,23,-2
2000 Roland Garros SF,W vs Squillari,1.5%,100.0%,10.4%,64.7%,7.7%,15.4%,0.0%,7.1%,4.3%,0.8%,66.7%,-88,-77
2000 Rome F,W vs Kuerten,0.0%,-,14.4%,65.8%,12.1%,13.0%,7.1%,7.9%,11.1%,0.6%,66.7%,-49,-39
2000 Rome SF,W vs Hewitt,0.0%,-,4.9%,75.0%,15.8%,22.7%,0.0%,9.7%,60.0%,1.1%,0.0%,-34,-17
2000 Australian Open SF,L vs Kafelnikov,0.0%,-,6.4%,77.8%,9.4%,15.6%,0.0%,9.2%,29.4%,0.0%,-,14,15
Career (6 matches),,1.2%,83.3%,11.3%,68.6%,10.9%,16.5%,6.5%,8.0%,16.3%,0.6%,53.8%,-21,-21
