Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W25 Osaka R32,W vs Ureke,1.02,1.47,39.5,2.1,4.0%,60.0%,0.0%,52.2%,64.5%,61.3%
2019 W60 Kyoto Q1,L vs Zhang,0.95,0.57,39.7,2.0,0.0%,33.3%,0.0%,45.5%,38.1%,35.0%
2018 Seoul R32,L vs Voegele,0.93,0.81,53.7,8.1,0.0%,41.0%,5.6%,50.0%,52.2%,42.9%
2017 Nonthaburi $15K F,W vs Sun,1.09,1.49,49.1,2.3,3.6%,53.6%,0.0%,70.8%,60.0%,44.4%
2017 Nonthaburi $15K SF,W vs Chan,1.09,1.31,60.2,3.1,0.0%,67.6%,2.9%,51.4%,42.4%,54.8%
2017 Nonthaburi $15K R16,W vs Cho,0.98,2.63,34.2,2.0,5.0%,80.0%,0.0%,70.6%,65.0%,64.7%
2017 Seoul Q1,L vs Kumkhum,1.12,0.53,60.7,2.2,0.0%,50.0%,2.4%,51.2%,26.9%,20.0%
2017 Yeongwol $15K R16,L vs Barnett,0.88,0.72,55.4,3.4,0.0%,44.8%,0.0%,46.2%,43.2%,46.3%
2017 Nonthaburi $25K R32,L vs Namigata,0.98,0.81,62.0,3.3,0.0%,48.8%,0.0%,47.4%,45.9%,40.0%
2017 Nonthaburi $15K R16,L vs Tomic,0.98,0.67,45.1,2.2,3.7%,33.3%,0.0%,45.8%,50.0%,32.0%
2017 Nonthaburi $15K R32,W vs Tan,1.10,1.80,38.3,2.1,4.5%,59.1%,0.0%,75.0%,60.0%,48.5%
2017 Gimcheon $15K QF,L vs Kijima,0.95,0.82,66.2,4.9,0.0%,53.6%,1.9%,64.2%,40.8%,30.4%
2017 Gimcheon $15K F,L vs Jeong,0.97,0.79,55.3,2.4,0.0%,39.5%,2.6%,51.3%,42.2%,47.5%
2017 Gimcheon $15K SF,W vs Cheapchandej,1.04,1.74,40.8,2.0,4.0%,56.0%,0.0%,76.0%,57.7%,56.0%
2017 Gimcheon $15K QF,W vs Bhambri,0.91,1.62,50.1,2.1,0.0%,62.5%,0.0%,72.7%,61.5%,54.2%
2017 Gimcheon $15K R16,W vs Yoshitomi,1.13,2.09,32.6,2.1,0.0%,73.1%,0.0%,60.9%,60.9%,60.0%
2017 Gimcheon $15K R32,W vs Han,1.12,1.66,34.2,2.2,3.4%,51.7%,0.0%,55.6%,71.4%,65.4%
2017 Sangju $15K F,L vs Jeong,0.95,0.65,50.2,2.1,3.8%,53.8%,0.0%,40.0%,32.1%,41.7%
2017 Sangju $15K SF,W vs Chang,1.00,1.87,38.8,2.3,0.0%,73.1%,0.0%,66.7%,53.8%,59.1%
2017 Sangju $15K R32,W vs Yea,0.86,2.70,35.9,2.0,-,75.0%,-,88.2%,45.8%,75.0%
2019 (2 matches),,0.99,0.99,39.6,2.1,1.9%,46.2%,0.0%,48.9%,53.8%,51.0%
2018 (1 matches),,0.93,0.81,53.7,8.1,0.0%,41.0%,5.6%,50.0%,52.2%,42.9%
2017 (18 matches),,1.02,1.15,52.5,2.5,1.3%,55.7%,0.8%,58.3%,49.1%,47.9%
2016 (23 matches),,1.01,1.08,53.8,2.5,0.8%,51.6%,1.3%,54.7%,49.0%,51.2%
2015 (11 matches),,1.00,0.89,57.2,3.1,1.2%,51.4%,0.8%,46.4%,43.4%,48.2%
Career (67 matches),,1.01,1.04,55.0,2.6,1.0%,52.7%,1.0%,53.7%,48.0%,48.3%
