Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,8,2,6,25.0%,6-12,33.3%,66-91,42.0%,0-0,-,0,,,,,,,,,,,
vs Righties,4,1,3,25.0%,4-6,40.0%,44-51,46.3%,0-0,-,0,,,,,,,,,,,
vs Lefties,2,1,1,50.0%,2-2,50.0%,16-16,50.0%,0-0,-,0,,,,,,,,,,,
