Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2020 Australian Open Q2,W vs Naito,4.5,5.0,4.0,68.0%,52.6%,55.6%,44.4%,63.5%,23.4%,16.5,13.0,2.5,4.7
2019 Rabat R16,L vs Hsieh,4.9,5.2,4.8,44.1%,55.1%,29.6%,58.6%,44.4%,32.2%,9.5,5.9,1.5,1.0
2018 Bogota F,L vs Schmiedlova,5.2,4.8,5.5,43.2%,43.8%,54.5%,28.6%,67.5%,31.3%,3.0,1.9,-9.0,-16.1
2017 Bogota F,L vs Schiavone,3.5,2.7,4.0,40.7%,57.5%,53.8%,83.3%,52.4%,20.0%,7.5,7.3,1.5,2.1
2017 Miami R32,W vs Keys,3.7,3.5,3.9,45.6%,57.1%,68.4%,71.4%,64.1%,39.7%,12.0,9.4,3.5,7.6
2017 Miami R64,W vs Begu,4.5,4.8,4.2,51.1%,59.0%,52.9%,30.4%,58.0%,32.4%,8.0,4.3,-4.0,-4.4
2017 Fed Cup RR,L vs Pliskova,3.5,3.3,3.7,42.5%,40.6%,70.0%,55.6%,48.1%,28.1%,-2.5,-3.5,-2.0,-3.2
2017 Hopman Cup RR,W vs Saville,3.8,3.6,4.1,57.7%,53.1%,53.8%,70.0%,62.5%,21.7%,6.5,5.8,6.5,12.0
2016 Beijing R64,L vs Bacsinszky,4.7,4.7,4.7,45.6%,50.0%,25.0%,62.5%,54.1%,30.5%,0.0,0.0,-4.5,-3.9
2016 Seoul F,W vs Niculescu,6.5,5.8,7.2,56.5%,54.8%,50.0%,57.1%,64.3%,24.8%,18.5,7.0,4.5,4.4
2014 Bucharest QF,L vs Halep,4.9,4.7,5.1,35.6%,27.8%,47.4%,27.3%,50.5%,21.6%,-3.0,-3.4,-9.5,-12.7
2014 Madrid R32,L vs Halep,5.1,5.2,5.0,44.2%,41.7%,54.5%,41.2%,53.2%,29.0%,9.5,6.9,-4.5,-4.9
Career (12 matches),,4.6,4.5,4.7,47.4%,50.9%,49.1%,51.0%,56.7%,28.5%,7.1,4.9,-1.1,-1.4
