Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2020 Australian Open Q2,W vs Naito,0.0%,-,7.8%,66.7%,11.7%,15.2%,20.0%,4.7%,40.0%,0.9%,0.0%,-101,-84
2019 Rabat R16,L vs Hsieh,0.0%,-,9.6%,78.9%,15.7%,14.3%,30.0%,8.6%,26.1%,1.4%,50.0%,-73,-63
2018 Bogota F,L vs Schmiedlova,0.0%,-,11.6%,76.9%,9.1%,22.6%,6.7%,0.0%,0.0%,1.2%,0.0%,6,-7
2017 Bogota F,L vs Schiavone,0.0%,-,10.0%,66.7%,14.9%,17.9%,0.0%,11.1%,60.0%,1.9%,50.0%,10,18
2017 Miami R32,W vs Keys,0.0%,-,9.5%,86.7%,7.8%,9.3%,14.3%,16.1%,0.0%,0.9%,50.0%,-77,-56
2017 Miami R64,W vs Begu,0.0%,-,6.9%,58.3%,7.2%,21.1%,25.0%,3.0%,6.3%,0.3%,100.0%,-80,-62
2017 Fed Cup RR,L vs Pliskova,0.0%,-,3.1%,75.0%,10.0%,14.3%,0.0%,6.1%,50.0%,0.0%,-,-1,38
2017 Hopman Cup RR,W vs Saville,4.7%,100.0%,21.4%,77.8%,12.9%,18.8%,0.0%,13.5%,60.0%,0.5%,100.0%,28,21
2016 Beijing R64,L vs Bacsinszky,0.0%,-,9.8%,72.2%,8.8%,17.6%,40.0%,4.6%,23.1%,0.8%,33.3%,-49,-37
2016 Seoul F,W vs Niculescu,8.8%,42.9%,22.5%,50.0%,8.1%,12.2%,26.7%,10.9%,13.0%,1.4%,50.0%,-80,-70
2014 Bucharest QF,L vs Halep,0.0%,-,7.5%,71.4%,7.5%,15.4%,0.0%,3.4%,10.0%,1.5%,33.3%,-34,-28
2014 Madrid R32,L vs Halep,0.0%,-,7.9%,90.0%,13.7%,21.1%,16.7%,2.7%,12.5%,1.1%,66.7%,-22,-39
Career (12 matches),,1.2%,60.0%,10.7%,70.5%,10.3%,16.2%,16.9%,6.5%,21.5%,1.0%,44.1%,-46,-37
