Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2020 Australian Open Q2,W vs Naito,23.0%,27.9%,55.3%,23.9%,30.4%,57.1%,63.6%,41.7%,0.0%,20.0%,20.0%,50.0%,0.0%,63.6%,100.0%,-104
2019 Rabat R16,L vs Hsieh,14.8%,24.7%,48.5%,14.3%,25.4%,50.0%,13.3%,63.6%,66.7%,20.0%,26.7%,41.7%,0.0%,33.3%,0.0%,73
2018 Bogota F,L vs Schmiedlova,10.7%,14.3%,25.5%,11.8%,14.7%,13.3%,50.0%,37.5%,75.0%,10.5%,15.8%,47.1%,10.0%,77.8%,66.7%,-14
2017 Bogota F,L vs Schiavone,25.4%,35.6%,50.0%,31.7%,41.5%,53.6%,10.0%,57.1%,75.0%,16.7%,33.3%,40.0%,0.0%,62.5%,-,35
2017 Miami R32,W vs Keys,20.7%,27.6%,51.5%,22.0%,30.5%,58.7%,24.1%,50.0%,57.1%,20.0%,24.0%,35.0%,18.2%,28.6%,50.0%,25
2017 Miami R64,W vs Begu,17.4%,23.3%,48.4%,24.4%,35.6%,55.9%,68.2%,21.7%,16.7%,11.8%,11.8%,40.0%,13.3%,36.8%,0.0%,-6
2017 Fed Cup RR,L vs Pliskova,30.8%,32.3%,48.7%,33.3%,36.7%,55.0%,28.6%,25.0%,0.0%,34.5%,34.5%,42.1%,20.0%,47.4%,66.7%,103
2017 Hopman Cup RR,W vs Saville,20.0%,33.8%,59.2%,19.5%,36.6%,66.7%,38.9%,52.2%,66.7%,23.8%,33.3%,43.8%,22.2%,33.3%,-,47
2016 Beijing R64,L vs Bacsinszky,22.4%,26.2%,41.6%,21.3%,26.2%,41.7%,40.0%,27.8%,62.5%,27.5%,30.0%,41.4%,60.9%,23.5%,0.0%,53
2016 Seoul F,W vs Niculescu,13.8%,17.5%,50.0%,18.8%,22.9%,51.3%,81.0%,25.9%,40.0%,7.4%,11.1%,48.0%,93.8%,9.1%,33.3%,-47
2014 Bucharest QF,L vs Halep,14.3%,20.4%,30.8%,16.7%,26.7%,28.0%,26.7%,46.7%,33.3%,12.5%,12.5%,35.7%,0.0%,62.5%,0.0%,2
2014 Madrid R32,L vs Halep,14.5%,18.4%,45.3%,14.5%,20.0%,53.2%,25.0%,44.4%,16.7%,15.0%,15.0%,23.5%,0.0%,27.3%,0.0%,-46
Career (12 matches),,19.0%,25.1%,46.5%,20.6%,28.6%,49.4%,38.2%,41.6%,47.1%,19.0%,22.3%,40.7%,30.4%,39.9%,34.8%,60
