Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2020 Australian Open Q2,W vs Naito,81.5%,54.5%,5.6%,3/0,2.66,8.5%,76.0%,42.1%,4.0%,2.75,11.4%,100.0%,64.0%,8.0%,2.40,0.0%
2019 Rabat R16,L vs Hsieh,84.6%,48.5%,3.4%,1/3,2.22,1.5%,87.1%,37.8%,2.4%,2.23,1.9%,80.6%,80.0%,6.5%,2.18,0.0%
2018 Bogota F,L vs Schmiedlova,82.1%,60.9%,3.6%,1/1,2.57,0.0%,80.6%,52.0%,3.2%,2.69,0.0%,95.5%,71.4%,4.5%,2.35,0.0%
2017 Bogota F,L vs Schiavone,75.8%,49.3%,4.4%,0/4,2.86,34.2%,71.9%,39.0%,5.3%,2.96,39.3%,90.3%,64.3%,3.2%,2.58,20.0%
2017 Miami R32,W vs Keys,67.6%,56.3%,19.7%,9/5,2.40,4.5%,56.1%,52.2%,14.6%,2.30,6.5%,96.2%,60.0%,30.8%,2.62,0.0%
2017 Miami R64,W vs Begu,71.3%,56.5%,4.6%,3/1,2.54,1.6%,73.1%,55.3%,1.9%,2.53,2.9%,88.9%,58.3%,11.1%,2.55,0.0%
2017 Fed Cup RR,L vs Pliskova,71.2%,38.3%,1.5%,1/0,3.07,2.6%,61.5%,41.7%,0.0%,2.82,5.0%,92.0%,34.8%,4.0%,3.34,0.0%
2017 Hopman Cup RR,W vs Saville,67.2%,58.5%,6.6%,4/0,2.47,6.7%,74.4%,44.8%,5.1%,2.33,10.3%,75.0%,91.7%,12.5%,2.77,0.0%
2016 Beijing R64,L vs Bacsinszky,76.6%,40.7%,6.5%,4/1,2.59,9.3%,79.6%,41.0%,4.1%,2.56,13.0%,87.0%,40.0%,13.0%,2.66,3.4%
2016 Seoul F,W vs Niculescu,95.8%,58.8%,4.2%,3/0,2.61,79.4%,96.5%,54.5%,3.5%,2.69,89.5%,92.9%,76.9%,7.1%,2.48,64.0%
2014 Bucharest QF,L vs Halep,84.1%,35.1%,4.5%,2/0,2.49,2.6%,87.1%,25.9%,3.2%,2.49,4.0%,83.3%,60.0%,8.3%,2.49,0.0%
2014 Madrid R32,L vs Halep,78.4%,42.5%,7.8%,3/1,2.45,0.0%,66.7%,45.0%,6.7%,2.41,0.0%,95.2%,40.0%,9.5%,2.56,0.0%
Career (12 matches),,78.0%,50.3%,5.9%,68.0%,2.55,12.9%,77.2%,44.2%,4.3%,2.53,15.1%,90.1%,60.6%,9.9%,2.60,8.6%
