Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Miami R16,W vs Eala,22.2%,44.4%,74.1%,23.1%,50.0%,75.0%,54.5%,53.3%,-,22.2%,33.3%,71.4%,100.0%,33.3%,-,17
2026 Indian Wells R16,L vs Swiatek,33.3%,46.2%,69.6%,33.3%,46.7%,70.0%,50.0%,50.0%,-,50.0%,66.7%,66.7%,0.0%,100.0%,-,265
2026 Indian Wells R32,W vs Ruzic,32.4%,51.4%,64.0%,33.3%,59.3%,77.8%,36.4%,31.3%,-,30.0%,30.0%,28.6%,0.0%,60.0%,-,-104
2026 Doha F,W vs Mboko,25.4%,35.6%,63.4%,30.8%,41.0%,70.4%,66.7%,57.1%,-,17.6%,29.4%,50.0%,50.0%,45.5%,-,23
2026 Doha R32,W vs Valentova,37.5%,52.5%,60.0%,47.8%,65.2%,58.3%,11.1%,42.9%,100.0%,23.5%,35.3%,61.5%,10.0%,71.4%,-,-104
2026 Doha R64,W vs Cristian,26.2%,38.5%,54.2%,31.3%,47.9%,57.6%,30.8%,68.2%,100.0%,11.8%,11.8%,46.7%,0.0%,90.9%,66.7%,-104
2026 Australian Open R16,L vs Gauff,21.3%,24.0%,48.3%,22.4%,24.1%,48.9%,76.7%,25.0%,25.0%,18.8%,25.0%,46.2%,100.0%,0.0%,0.0%,-33
2026 Australian Open R32,W vs Linette,28.9%,36.8%,69.2%,38.1%,52.4%,84.6%,40.0%,72.7%,100.0%,18.8%,18.8%,53.8%,0.0%,44.4%,-,-33
2026 Australian Open R64,W vs Parks,38.9%,43.5%,40.0%,48.4%,56.5%,37.5%,38.2%,28.6%,20.0%,30.0%,30.0%,42.9%,69.2%,29.6%,25.0%,30
2026 Brisbane SF,L vs Sabalenka,33.9%,42.4%,44.7%,36.4%,45.5%,53.6%,62.5%,75.0%,75.0%,28.6%,35.7%,20.0%,0.0%,66.7%,50.0%,-23
2025 Wuhan R64,W vs Kostyuk,20.0%,38.8%,54.7%,18.5%,42.6%,61.4%,72.7%,18.8%,50.0%,25.9%,37.0%,40.0%,46.7%,25.0%,0.0%,52
2025 Beijing R16,L vs Anisimova,31.6%,41.8%,41.5%,34.7%,49.0%,43.8%,39.1%,15.4%,33.3%,27.6%,31.0%,38.1%,21.4%,33.3%,0.0%,-64
2025 US Open R16,W vs Kostyuk,21.3%,30.7%,52.0%,21.3%,33.3%,59.3%,41.7%,25.6%,28.6%,22.0%,28.0%,41.0%,26.3%,38.7%,0.0%,-57
2025 US Open R32,W vs Noskova,34.9%,45.3%,50.0%,39.2%,52.9%,54.8%,47.8%,46.4%,100.0%,30.3%,36.4%,43.5%,42.9%,26.3%,-,-35
2025 US Open R128,W vs Williams,43.5%,50.7%,40.5%,56.3%,66.7%,52.4%,8.3%,50.0%,50.0%,15.8%,15.8%,25.0%,14.3%,41.7%,75.0%,11
2025 Montreal R64,W vs Ruzic,22.9%,39.8%,51.6%,30.2%,49.1%,51.4%,52.2%,46.7%,66.7%,10.7%,25.0%,52.0%,7.7%,86.7%,100.0%,-23
2025 Miami R32,L vs Svitolina,20.9%,33.7%,48.5%,32.6%,50.0%,51.6%,65.2%,30.4%,0.0%,7.9%,15.8%,45.7%,50.0%,10.0%,0.0%,-43
2025 Indian Wells R16,L vs Swiatek,28.2%,28.2%,21.7%,30.0%,30.0%,21.4%,40.0%,50.0%,66.7%,35.7%,35.7%,22.2%,14.3%,85.7%,100.0%,109
2025 Dubai SF,L vs Tauson,23.8%,39.0%,48.1%,23.0%,49.2%,53.2%,32.1%,45.5%,80.0%,25.6%,25.6%,40.6%,50.0%,36.0%,0.0%,-76
2025 Linz SF,L vs Alexandrova,24.5%,32.7%,37.5%,40.9%,54.5%,53.8%,75.0%,42.9%,100.0%,13.6%,18.2%,26.3%,15.4%,33.3%,33.3%,9
Last 52 Weeks (16 matches),,29.2%,40.2%,52.5%,33.3%,47.2%,57.4%,46.7%,40.9%,52.6%,23.3%,29.3%,43.8%,31.5%,44.2%,45.5%,-17
Career (107 matches),,23.7%,33.9%,49.6%,28.5%,41.6%,52.4%,43.8%,48.3%,52.9%,16.9%,22.4%,45.2%,34.5%,44.6%,45.3%,-8
