Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,44,32,12,72.7%,64-34,65.3%,512-420,54.9%,6-6,50.0%,44,78.0%,32.1%,4.5%,2.3%,65.0%,68.4%,50.5%,62.2%,43.0%,52.2%,1.14
Clay,1,0,1,0.0%,1-2,33.3%,10-14,41.7%,0-0,-,1,66.7%,16.7%,3.9%,6.6%,61.8%,63.8%,44.8%,56.6%,35.6%,46.3%,0.82
Grass,3,1,2,33.3%,3-5,37.5%,36-48,42.9%,2-0,100.0%,3,69.0%,12.5%,10.3%,5.1%,59.7%,66.3%,49.1%,59.3%,34.0%,47.1%,0.84
Grand Slams,11,7,4,63.6%,16-13,55.2%,147-133,52.5%,2-4,33.3%,11,76.8%,28.7%,4.6%,3.0%,63.5%,68.6%,50.2%,61.9%,41.6%,51.4%,1.09
Premiers,11,7,4,63.6%,16-11,59.3%,136-129,51.3%,3-0,100.0%,11,73.3%,28.8%,6.9%,3.2%,66.5%,66.8%,47.0%,60.2%,41.2%,50.6%,1.03
Finals,1,1,0,100.0%,2-0,100.0%,13-9,59.1%,0-0,-,1,90.9%,27.3%,3.4%,3.4%,66.1%,79.5%,55.0%,71.2%,41.3%,54.5%,1.43
Semi-finals,3,1,2,33.3%,2-5,28.6%,24-35,40.7%,0-0,-,3,58.6%,23.3%,5.7%,1.6%,68.2%,62.6%,37.7%,54.7%,38.8%,46.4%,0.86
Quarter-finals,5,3,2,60.0%,7-5,58.3%,66-60,52.4%,1-1,50.0%,5,79.4%,24.6%,5.8%,1.1%,68.7%,71.4%,49.2%,64.5%,39.1%,51.2%,1.10
vs Righties,43,29,14,67.4%,60-39,60.6%,507-452,52.9%,8-6,57.1%,43,76.6%,28.9%,5.1%,2.6%,64.4%,68.2%,49.6%,61.6%,41.8%,51.4%,1.09
vs Lefties,4,3,1,75.0%,6-2,75.0%,39-25,60.9%,0-0,-,4,81.3%,42.4%,2.9%,3.4%,68.0%,66.4%,54.5%,62.6%,46.4%,54.4%,1.24
vs Top 10,9,3,6,33.3%,9-13,40.9%,88-113,43.8%,1-0,100.0%,9,70.4%,17.6%,5.0%,1.8%,67.7%,63.6%,47.2%,58.3%,37.1%,47.7%,0.89
