Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,187,126,61,67.4%,268-147,64.6%,2154-1771,54.9%,32-19,62.7%,179,75.9%,33.1%,5.4%,3.2%,62.8%,68.0%,49.8%,61.2%,43.0%,52.0%,1.11
Clay,43,28,15,65.1%,66-40,62.3%,546-481,53.2%,11-6,64.7%,43,68.6%,38.0%,3.6%,2.7%,64.3%,62.7%,50.5%,58.3%,44.6%,51.3%,1.07
Grass,22,11,11,50.0%,24-23,51.1%,234-249,48.4%,5-1,83.3%,21,71.8%,24.8%,6.8%,2.8%,63.6%,67.4%,46.8%,59.9%,40.1%,49.8%,1.00
Grand Slams,77,51,26,66.2%,113-68,62.4%,942-824,53.3%,17-8,68.0%,77,72.2%,34.3%,4.9%,3.0%,63.7%,65.6%,49.7%,59.8%,43.6%,51.6%,1.08
Premiers,70,41,29,58.6%,90-60,60.0%,746-669,52.7%,11-6,64.7%,65,75.9%,28.6%,5.7%,3.3%,63.6%,68.3%,48.5%,61.1%,41.2%,51.0%,1.06
Internationals,38,26,12,68.4%,57-31,64.8%,472-375,55.7%,9-6,60.0%,36,75.2%,35.0%,5.2%,3.0%,64.1%,67.1%,50.5%,61.1%,43.5%,52.1%,1.12
Finals,7,2,5,28.6%,7-10,41.2%,77-84,47.8%,0-1,0.0%,6,57.5%,31.5%,3.7%,3.7%,61.7%,60.7%,39.5%,52.6%,40.6%,46.7%,0.86
Semi-finals,18,7,11,38.9%,18-24,42.9%,195-212,47.9%,4-3,57.1%,18,69.5%,26.0%,4.6%,2.6%,63.5%,65.3%,47.5%,58.8%,39.9%,49.1%,0.97
Quarter-finals,30,17,13,56.7%,36-25,59.0%,326-283,53.5%,5-8,38.5%,27,78.7%,29.2%,5.0%,2.4%,64.2%,67.8%,52.3%,62.2%,41.2%,51.6%,1.09
vs Righties,223,142,81,63.7%,311-193,61.7%,2590-2257,53.4%,46-22,67.6%,215,73.7%,32.5%,5.3%,3.1%,63.1%,66.8%,49.5%,60.4%,42.8%,51.5%,1.08
vs Lefties,26,20,6,76.9%,41-17,70.7%,308-230,57.2%,2-4,33.3%,26,76.4%,39.0%,4.1%,2.8%,64.3%,66.8%,50.3%,60.9%,44.8%,53.0%,1.15
vs Top 10,47,18,29,38.3%,48-64,42.9%,505-580,46.5%,8-3,72.7%,46,68.7%,24.1%,4.5%,3.5%,63.0%,64.5%,47.5%,58.2%,39.3%,48.8%,0.94
