Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,20,14,6,70.0%,5,4,1,80.0%,2019,2026,SF,20,1.15,4.4%,3.4%,64.5%,65.1%,53.5%,61.0%,44.8%,64.0%,48.2%
Roland Garros,7,Clay,18,11,7,61.1%,6,5,1,83.3%,2018,2025,F,17,1.05,3.1%,2.8%,63.3%,61.5%,51.3%,57.8%,44.4%,52.9%,44.7%
Wimbledon,7,Grass,16,9,7,56.3%,2,2,0,100.0%,2018,2025,QF,14,1.03,6.7%,2.6%,64.7%,68.2%,45.6%,60.2%,41.1%,54.6%,33.8%
US Open,9,Hard,33,24,9,72.7%,14,7,7,50.0%,2016,2025,SF,32,1.15,5.7%,2.7%,63.2%,68.2%,49.4%,61.3%,44.4%,62.9%,46.6%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2024,2024,R64,1,0.85,5.4%,4.3%,64.1%,47.5%,54.5%,50.0%,42.5%,56.3%,40.0%
Fed Cup,1,,1,1,0,100.0%,0,0,0,-,2019,2019,,1,1.45,3.8%,7.7%,50.0%,65.4%,50.0%,57.7%,61.3%,60.0%,36.8%
Miami,5,Hard,19,14,5,73.7%,5,5,0,100.0%,2022,2026,SF,18,1.18,5.6%,2.6%,66.3%,67.8%,50.1%,61.9%,45.2%,57.4%,51.1%
Indian Wells,3,Hard,11,8,3,72.7%,3,1,2,33.3%,2023,2026,QF,11,1.06,3.8%,3.9%,59.2%,67.4%,47.6%,59.3%,43.3%,58.2%,44.2%
Doha,4,Hard,15,12,3,80.0%,1,1,0,100.0%,2019,2026,W,15,1.29,5.7%,1.5%,64.8%,70.2%,57.0%,65.6%,44.3%,72.0%,39.1%
Brisbane,3,Hard,8,5,3,62.5%,2,1,1,50.0%,2018,2026,SF,8,1.12,7.1%,2.4%,67.1%,67.5%,46.9%,60.7%,43.9%,58.0%,42.0%
Ningbo,2,Hard,6,4,2,66.7%,0,0,0,-,2024,2025,SF,6,1.14,5.7%,3.0%,61.8%,69.1%,46.9%,60.6%,45.0%,50.0%,48.9%
Beijing,3,Hard,11,8,3,72.7%,2,1,1,50.0%,2019,2025,F,11,1.22,4.8%,3.1%,60.0%,71.2%,50.0%,62.7%,45.5%,60.4%,44.7%
