Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Miami R16,W vs Eala,92.9%,56.4%,7.1%,1/2,2.19,3.7%,95.5%,66.7%,9.1%,2.17,5.0%,100.0%,44.4%,5.6%,2.24,0.0%
2026 Indian Wells R16,L vs Swiatek,79.7%,66.0%,1.7%,1/0,2.48,13.0%,81.6%,54.8%,2.6%,2.43,15.0%,80.0%,87.5%,0.0%,2.80,0.0%
2026 Indian Wells R32,W vs Ruzic,86.7%,61.5%,1.7%,1/0,2.17,16.0%,88.9%,67.5%,0.0%,2.25,22.2%,85.7%,41.7%,7.1%,1.96,0.0%
2026 Doha F,W vs Mboko,70.7%,52.8%,5.3%,2/2,2.41,10.3%,73.9%,58.8%,0.0%,2.41,16.0%,82.6%,42.1%,17.4%,2.41,0.0%
2026 Doha R32,W vs Valentova,76.6%,57.1%,6.3%,2/2,2.70,8.0%,78.0%,46.9%,2.4%,2.54,8.3%,89.5%,76.5%,15.8%,2.84,7.7%
2026 Doha R64,W vs Cristian,75.0%,57.1%,3.6%,2/0,2.44,4.2%,73.0%,55.6%,2.7%,2.46,6.1%,100.0%,60.0%,6.7%,2.39,0.0%
2026 Australian Open R16,L vs Gauff,76.3%,39.3%,1.3%,1/0,2.59,3.4%,78.2%,44.2%,1.8%,2.49,4.4%,81.8%,27.8%,0.0%,2.97,0.0%
2026 Australian Open R32,W vs Linette,71.4%,68.6%,2.0%,1/0,2.84,3.8%,79.3%,73.9%,3.4%,2.76,7.7%,75.0%,58.3%,0.0%,2.92,0.0%
2026 Australian Open R64,W vs Parks,56.3%,63.8%,10.7%,5/6,2.71,1.7%,55.0%,51.5%,11.7%,2.75,3.1%,65.8%,80.0%,10.5%,2.66,0.0%
2026 Brisbane SF,L vs Sabalenka,60.9%,43.6%,9.4%,1/5,2.65,10.8%,53.7%,22.7%,4.9%,2.71,11.1%,77.3%,70.6%,18.2%,2.48,10.0%
2025 Wuhan R64,W vs Kostyuk,67.0%,49.2%,3.2%,3/0,2.33,14.1%,74.6%,56.8%,3.4%,2.38,20.5%,76.0%,31.6%,4.0%,2.23,0.0%
2025 Beijing R16,L vs Anisimova,81.6%,45.2%,19.7%,10/5,2.58,0.0%,81.5%,36.4%,16.7%,2.54,0.0%,90.0%,66.7%,30.0%,2.63,0.0%
2025 US Open R16,W vs Kostyuk,70.4%,35.1%,13.6%,8/3,2.26,24.5%,73.8%,25.8%,7.1%,2.09,40.7%,81.3%,46.2%,25.0%,2.53,0.0%
2025 US Open R32,W vs Noskova,63.7%,54.4%,0.8%,0/1,2.12,11.1%,72.4%,54.5%,0.0%,1.96,19.4%,72.7%,54.2%,3.0%,2.33,0.0%
2025 US Open R128,W vs Williams,69.0%,50.0%,4.6%,2/2,2.46,5.4%,68.6%,40.0%,2.0%,2.33,9.5%,96.2%,64.0%,11.5%,2.62,0.0%
2025 Montreal R64,W vs Ruzic,78.9%,50.0%,2.8%,1/1,2.62,6.7%,83.0%,41.0%,4.3%,2.49,11.4%,77.3%,70.6%,0.0%,2.80,0.0%
2025 Miami R32,L vs Svitolina,72.8%,49.2%,4.9%,2/2,2.33,1.5%,69.2%,47.2%,3.8%,2.31,3.2%,82.1%,52.2%,7.1%,2.34,0.0%
2025 Indian Wells R16,L vs Swiatek,73.0%,29.6%,2.7%,1/0,2.44,4.5%,70.8%,17.6%,4.2%,2.22,7.7%,83.3%,50.0%,0.0%,2.76,0.0%
2025 Dubai SF,L vs Tauson,65.8%,49.3%,10.8%,8/4,2.54,9.1%,63.1%,41.5%,4.6%,2.32,13.3%,78.0%,59.4%,22.0%,2.86,3.1%
2025 Linz SF,L vs Alexandrova,63.5%,33.3%,11.5%,3/3,2.46,0.0%,65.7%,34.8%,2.9%,2.16,0.0%,76.9%,30.0%,38.5%,2.66,0.0%
Last 52 Weeks (16 matches),,71.9%,52.5%,5.9%,58.6%,2.46,9.4%,74.6%,49.6%,4.4%,2.40,14.4%,81.6%,57.7%,10.1%,2.56,0.7%
Career (107 matches),,73.3%,51.2%,5.2%,49.6%,2.42,9.6%,75.1%,48.4%,4.3%,2.36,14.1%,81.0%,56.2%,7.9%,2.51,2.6%
