Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Miami R16,W vs Eala,71% (5/7),100% (5/5),0/0,0% (0/7),- (0/0),5/5,2/2,0/0,1/1,0/0
2026 Indian Wells R16,L vs Swiatek,63% (5/8),100% (5/5),0/0,0% (0/7),- (0/0),3/3,0/0,0/0,0/0,0/0
2026 Indian Wells R32,W vs Ruzic,75% (6/8),83% (5/6),0/0,0% (0/7),- (0/0),4/4,1/1,0/0,0/0,0/0
2026 Doha R32,W vs Valentova,67% (6/9),83% (5/6),1/1,13% (1/8),0% (0/1),2/3,0/1,0/0,0/1,0/0
2026 Doha R64,W vs Cristian,75% (6/8),67% (4/6),0/1,44% (4/9),75% (3/4),3/3,1/1,0/0,1/1,0/0
2026 Australian Open R16,L vs Gauff,23% (3/13),67% (2/3),1/4,42% (5/12),20% (1/5),1/2,1/1,2/2,0/0,1/1
2026 Australian Open R32,W vs Linette,71% (5/7),100% (5/5),0/0,14% (1/7),100% (1/1),4/4,1/1,0/0,1/1,0/0
2026 Australian Open R64,W vs Parks,40% (6/15),67% (4/6),0/2,47% (7/15),57% (4/7),2/4,2/3,0/1,1/1,0/0
2026 Brisbane SF,L vs Sabalenka,30% (3/10),0% (0/3),0/2,44% (4/9),50% (2/4),0/0,0/0,1/1,0/0,0/0
2025 Wuhan R64,W vs Kostyuk,54% (7/13),57% (4/7),0/2,31% (4/13),25% (1/4),3/4,2/3,0/1,1/2,0/0
2025 Beijing R16,L vs Anisimova,38% (5/13),60% (3/5),0/3,33% (4/12),25% (1/4),2/2,0/0,1/1,0/0,0/0
2025 US Open R16,W vs Kostyuk,36% (5/14),60% (3/5),1/1,38% (6/16),83% (5/6),3/3,2/2,2/2,1/1,0/0
2025 US Open R32,W vs Noskova,60% (9/15),56% (5/9),1/2,13% (2/15),0% (0/2),4/4,2/3,0/0,1/1,0/0
2025 US Open R128,W vs Williams,58% (7/12),71% (5/7),0/3,33% (4/12),25% (1/4),4/4,1/1,0/0,1/1,0/0
2025 Montreal R64,W vs Ruzic,42% (5/12),80% (4/5),1/2,25% (3/12),33% (1/3),4/4,2/3,2/2,1/2,0/0
2025 Miami R32,L vs Svitolina,42% (5/12),40% (2/5),1/4,38% (5/13),0% (0/5),2/2,1/1,0/1,0/0,0/1
2025 Dubai SF,L vs Tauson,31% (5/16),40% (2/5),0/4,40% (6/15),33% (2/6),0/2,0/0,0/0,0/0,0/0
2025 Linz SF,L vs Alexandrova,38% (3/8),0% (0/3),0/4,50% (4/8),0% (0/4),0/0,0/0,1/1,0/0,1/1
2025 Linz R16,W vs Sorribes Tormo,50% (4/8),100% (4/4),1/1,22% (2/9),50% (1/2),3/3,1/1,0/0,1/1,0/0
2025 Australian Open R64,L vs Osaka,36% (4/11),50% (2/4),0/3,58% (7/12),43% (3/7),2/2,1/1,0/1,0/0,0/1
2026 (9 matches),,52.9%,77.8%,20.0%,27.2%,50.0%,85.7%,80.0%,75.0%,80.0%,100.0%
2025 (14 matches),,44.1%,57.7%,13.5%,37.7%,34.4%,83.8%,82.4%,72.7%,77.8%,33.3%
2024 (13 matches),,44.9%,69.4%,26.5%,37.0%,23.5%,67.6%,91.7%,44.4%,80.0%,25.0%
2023 (24 matches),,48.2%,76.1%,43.9%,38.3%,28.3%,76.3%,63.2%,57.1%,85.7%,75.0%
2022 (8 matches),,37.8%,58.1%,21.7%,49.4%,31.7%,66.7%,62.5%,63.6%,66.7%,75.0%
Career (209 matches),,49.3%,74.6%,34.6%,41.1%,29.2%,72.1%,72.2%,61.6%,75.3%,59.1%
