Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Miami R16,W vs Eala,3.9,3.1,4.5,66.0%,76.9%,50.0%,100.0%,50.4%,23.3%,14.0,25.0,5.5,12.0
2026 Indian Wells R16,L vs Swiatek,3.9,4.3,3.7,56.7%,88.9%,46.2%,71.4%,56.3%,11.0%,12.5,14.4,5.0,7.7
2026 Indian Wells R32,W vs Ruzic,4.5,3.8,5.0,58.3%,74.1%,41.7%,80.0%,56.5%,26.5%,17.5,19.2,-0.5,-0.8
2026 Doha F,W vs Mboko,4.0,3.8,4.1,52.9%,64.9%,50.0%,33.3%,58.0%,35.6%,10.5,9.8,4.5,8.2
2026 Doha R32,W vs Valentova,3.9,3.5,4.1,56.1%,77.8%,40.0%,70.0%,59.3%,25.0%,12.5,14.5,5.0,10.2
2026 Doha R64,W vs Cristian,4.3,4.0,4.7,61.7%,51.6%,68.2%,37.5%,42.8%,16.3%,14.5,18.1,9.5,9.5
2026 Australian Open R16,L vs Gauff,5.1,5.4,4.8,41.9%,42.4%,54.2%,54.2%,42.7%,15.2%,-2.0,-1.4,-8.0,-4.9
2026 Australian Open R32,W vs Linette,3.9,4.0,3.9,63.3%,63.6%,57.1%,88.9%,49.7%,27.0%,12.5,17.6,3.5,6.5
2026 Australian Open R64,W vs Parks,2.7,2.8,2.6,52.0%,51.2%,41.7%,50.0%,44.2%,33.0%,13.0,18.1,2.5,3.7
2026 Brisbane SF,L vs Sabalenka,3.0,3.0,2.9,45.2%,41.4%,42.9%,66.7%,57.0%,25.0%,4.5,7.9,2.0,5.4
2025 Wuhan R64,W vs Kostyuk,3.7,4.0,3.4,56.5%,44.9%,41.7%,50.0%,48.7%,23.1%,2.5,2.0,4.0,4.0
2025 Beijing R16,L vs Anisimova,3.5,3.2,3.8,50.5%,43.8%,52.4%,66.7%,48.0%,30.4%,-0.5,-0.6,4.5,6.6
2025 US Open R16,W vs Kostyuk,4.0,4.0,3.9,53.0%,38.0%,63.0%,50.0%,55.6%,31.4%,2.5,1.6,1.5,1.6
2025 US Open R32,W vs Noskova,3.2,3.5,3.0,56.9%,57.1%,36.8%,40.0%,53.1%,26.4%,5.5,4.8,4.0,4.7
2025 US Open R128,W vs Williams,3.0,3.0,3.0,57.8%,52.5%,44.4%,20.0%,51.1%,25.8%,3.0,3.6,4.0,6.2
2025 Montreal R64,W vs Ruzic,3.5,3.3,3.7,52.6%,55.8%,41.7%,50.0%,56.0%,31.5%,3.0,3.0,0.0,0.0
2025 Miami R32,L vs Svitolina,3.9,4.1,3.7,47.4%,50.0%,42.9%,50.0%,54.2%,26.7%,5.0,4.2,-2.5,-3.0
2025 Indian Wells R16,L vs Swiatek,3.5,2.9,4.2,35.4%,37.5%,16.7%,33.3%,33.9%,22.2%,-5.5,-17.7,-8.5,-16.7
2025 Dubai SF,L vs Tauson,3.3,3.4,3.2,47.8%,46.4%,47.6%,100.0%,53.3%,27.3%,7.5,6.4,-1.0,-1.3
2025 Linz SF,L vs Alexandrova,3.3,3.7,3.0,38.2%,47.1%,33.3%,25.0%,41.5%,31.9%,4.0,10.3,-1.5,-3.1
Last 52 Weeks (16 matches),,3.7,3.6,3.7,54.3%,54.3%,50.2%,57.0%,51.4%,25.0%,7.8,8.3,2.9,4.0
Career (107 matches),,4.0,4.0,4.0,51.1%,51.7%,51.5%,49.1%,50.1%,29.0%,5.2,5.1,1.1,1.4
