Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 Umag R32,L vs Sinner,38% (5/13),80% (4/5),1/4,31% (4/13),0% (0/4),4/4,1/1,0/0,0/0,0/0
2019 Lyon  CH R16,L vs Coppejans,22% (2/9),100% (2/2),0/4,63% (5/8),0% (0/5),2/2,0/0,0/1,0/0,0/0
2019 Estoril R32,L vs Opelka,9% (1/11),100% (1/1),0/2,36% (4/11),50% (2/4),1/1,0/0,2/2,0/0,0/0
2019 Barcelona R64,L vs Munar,33% (4/12),100% (4/4),2/4,58% (7/12),14% (1/7),2/4,1/1,0/2,0/0,0/1
2019 Barcelona Q2,W vs Andreozzi,78% (7/9),86% (6/7),2/3,56% (5/9),40% (2/5),3/6,2/3,0/0,1/1,0/0
2019 Barcelona Q1,W vs Alcaraz,50% (7/14),100% (7/7),2/2,36% (5/14),40% (2/5),5/6,1/3,0/0,0/0,0/0
2019 Tunis CH R16,L vs Balazs,43% (6/14),67% (4/6),1/6,54% (7/13),14% (1/7),2/4,1/1,1/1,0/0,1/1
2019 Tunis CH R32,W vs Vavassori,64% (7/11),71% (5/7),1/3,25% (3/12),0% (0/3),4/4,1/1,1/1,1/1,0/0
2019 Murcia CH R16,L vs Griekspoor,42% (5/12),40% (2/5),0/3,33% (4/12),25% (1/4),0/2,0/0,1/1,0/0,0/0
2019 Murcia CH R32,W vs Granollers,67% (6/9),83% (5/6),0/1,38% (3/8),67% (2/3),4/4,1/1,0/0,0/0,0/0
2019 Villena CH QF,L vs Hernandez,38% (6/16),83% (5/6),1/5,38% (6/16),17% (1/6),2/5,1/1,2/2,0/0,0/0
2019 Villena CH R16,W vs Davidovich Fokina,58% (7/12),100% (7/7),0/3,25% (3/12),0% (0/3),4/5,0/0,1/1,0/0,0/0
2019 Villena CH R32,W vs Robredo,71% (5/7),100% (5/5),0/0,14% (1/7),100% (1/1),4/4,1/1,0/0,1/1,0/0
2019 Marbella CH R32,L vs Taberner,54% (7/13),71% (5/7),1/4,54% (7/13),29% (2/7),3/5,1/1,0/1,0/0,0/1
2019 Sao Paulo R32,L vs Garin,30% (3/10),33% (1/3),0/2,50% (5/10),40% (2/5),1/1,0/0,0/1,0/0,0/1
2019 Rio de Janeiro R32,L vs Monteiro,44% (4/9),100% (4/4),4/7,88% (7/8),0% (0/7),0/4,0/0,0/0,0/0,0/0
2019 Davis Cup RR,L vs Kukushkin,0% (0/7),- (0/0),0/5,86% (6/7),17% (1/6),0/0,0/0,0/0,0/0,0/0
2019 Australian Open R128,L vs De Minaur,13% (2/16),50% (1/2),1/4,38% (6/16),33% (2/6),1/1,0/0,2/2,0/0,1/1
2019 Sydney Q1,L vs Garin,11% (1/9),100% (1/1),1/3,56% (5/9),20% (1/5),1/1,0/0,1/2,0/0,1/1
2018 Montevideo CH SF,L vs Pella,43% (6/14),33% (2/6),0/2,15% (2/13),0% (0/2),2/2,1/1,2/2,0/0,1/1
2019 (19 matches),,39.9%,81.2%,26.2%,44.3%,22.6%,68.3%,78.6%,64.7%,100.0%,50.0%
2018 (63 matches),,48.4%,76.3%,36.1%,36.6%,27.0%,76.4%,82.9%,68.5%,74.4%,75.0%
2017 (46 matches),,49.0%,77.4%,36.3%,37.9%,34.1%,79.2%,79.6%,77.1%,81.8%,71.4%
2016 (75 matches),,50.7%,82.6%,34.8%,37.3%,28.0%,77.7%,77.3%,67.3%,73.8%,58.3%
2015 (6 matches),,28.4%,89.5%,25.0%,53.0%,20.0%,35.3%,33.3%,60.0%,0.0%,75.0%
Career (278 matches),,46.6%,79.4%,32.1%,39.7%,27.7%,75.6%,78.8%,65.2%,77.3%,63.4%
