Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
9,Alessandro Giannessi [ITA],4,5,44.4%,1,1,0,100.0%,2009,2021,5,0.95,2.7%,3.3%,73.9%,59.8%,50.0%,57.3%,40.5%,52.6%,43.2%
7,Carlos Taberner [ESP],5,2,71.4%,1,1,0,100.0%,2015,2020,4,1.02,2.9%,2.9%,66.1%,61.1%,52.6%,58.2%,42.7%,63.4%,46.2%
6,Elias Ymer [SWE],3,3,50.0%,0,0,0,-,2013,2022,4,0.87,1.0%,7.8%,63.9%,63.4%,40.5%,55.1%,39.1%,62.5%,23.1%
6,Kimmer Coppejans [BEL],4,2,66.7%,3,2,1,66.7%,2016,2020,6,1.01,2.7%,2.5%,69.0%,63.1%,49.7%,59.0%,41.3%,57.4%,49.0%
6,Joao Domingues [POR],4,2,66.7%,0,0,0,-,2016,2019,5,1.11,0.3%,3.0%,69.3%,63.4%,52.7%,60.1%,44.2%,68.4%,51.5%
6,Arthur De Greef [BEL],3,3,50.0%,0,0,0,-,2015,2018,5,1.13,2.4%,4.5%,70.2%,61.0%,47.9%,57.1%,48.4%,58.1%,51.4%
5,Joao Sousa [POR],0,5,0.0%,1,0,1,0.0%,2008,2023,4,0.76,3.0%,3.7%,65.3%,60.3%,44.7%,54.9%,34.5%,47.1%,25.9%
5,Steven Diez [CAN],4,1,80.0%,0,0,0,-,2012,2023,2,1.14,1.8%,1.2%,64.9%,53.2%,61.0%,56.0%,50.3%,60.9%,48.1%
5,Leonardo Mayer [ARG],1,4,20.0%,1,0,1,0.0%,2012,2021,5,0.85,1.2%,3.7%,68.6%,64.1%,52.0%,60.3%,33.8%,54.8%,34.8%
5,Gastao Elias [POR],3,2,60.0%,1,0,1,0.0%,2015,2020,4,1.24,0.0%,2.3%,71.9%,64.0%,51.4%,60.5%,49.1%,58.6%,45.5%
5,Marco Trungelliti [ARG],1,4,20.0%,1,0,1,0.0%,2012,2019,4,0.82,2.8%,5.2%,63.3%,57.6%,40.3%,51.2%,39.8%,52.3%,46.4%
5,Guido Andreozzi [ARG],3,2,60.0%,1,0,1,0.0%,2013,2019,5,1.10,3.9%,5.0%,63.2%,64.0%,50.4%,59.0%,45.2%,61.0%,49.0%
5,Cristian Garin [CHI],0,5,0.0%,2,0,2,0.0%,2018,2019,5,0.84,6.4%,5.8%,59.2%,69.1%,43.5%,58.6%,34.7%,61.2%,37.0%
5,Guido Pella [ARG],1,4,20.0%,2,1,1,50.0%,2012,2018,4,0.87,3.6%,5.2%,58.7%,63.1%,49.2%,57.4%,37.0%,50.0%,39.3%
5,Facundo Arguello [ARG],3,2,60.0%,2,2,0,100.0%,2013,2018,5,0.94,1.2%,3.6%,71.9%,60.6%,46.6%,56.7%,40.9%,64.9%,45.7%
