Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2024-09-30),1188,7,,,,,,,,,,,,
2020,105,691,110,1616,188,1383,89,1607,,,317,171,,
2019,140,376,162,1586,319,1356,118,1580,,,303,171,,
2018,104,550,114,1668,244,1411,82,1655,,,283,166,,
2018,104,550,114,1668,244,1411,82,1655,,,283,166,,
2017,126,469,108,1682,234,1430,83,1669,105,1552,,,,
2016,188,304,213,1505,274,1347,176,1506,,,564,93,,
2015,786,27,,,,,,,,,1172,21,,
2014,1037,10,,,,,,,,,,,,
2013,200,253,184,1556,224,1440,152,1548,,,416,146,,
2012,265,181,270,1424,237,1410,242,1417,200,1420,323,197,,
2011,338,126,252,1434,215,1448,231,1427,,,771,44,,
2010,479,67,,,,,,,,,446,119,,
2009,434,80,,,,,,,,,1032,18,,
2008,1071,7,,,,,,,,,1208,12,,
2007,1479,1,,,,,,,,,680,50,,
2006,988,8,,,,,,,,,1257,8,,
1991,1106,2,,,,,,,,,,,,
1990,,,,,,,,,,,934,1,,
