Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,91,34,57,37.4%,76-116,39.6%,780-917,46.0%,9-12,42.9%,0,,,,,,,,,,,
Clay,109,42,67,38.5%,96-139,40.9%,934-1139,45.1%,7-10,41.2%,0,,,,,,,,,,,
Grass,68,36,32,52.9%,76-69,52.4%,663-640,50.9%,8-6,57.1%,0,,,,,,,,,,,
Carpet,42,16,26,38.1%,37-49,43.0%,341-401,46.0%,1-7,12.5%,0,,,,,,,,,,,
Grand Slams,61,22,39,36.1%,48-83,36.6%,528-659,44.5%,6-4,60.0%,0,,,,,,,,,,,
Finals,2,1,1,50.0%,1-2,33.3%,7-14,33.3%,1-0,100.0%,0,,,,,,,,,,,
Semi-finals,4,2,2,50.0%,3-4,42.9%,22-30,42.3%,1-1,50.0%,0,,,,,,,,,,,
Quarter-finals,18,4,14,22.2%,13-27,32.5%,159-206,43.6%,0-4,0.0%,0,,,,,,,,,,,
vs Righties,166,52,114,31.3%,124-229,35.1%,1350-1751,43.5%,14-22,38.9%,0,,,,,,,,,,,
vs Lefties,22,8,14,36.4%,16-29,35.6%,161-229,41.3%,2-1,66.7%,0,,,,,,,,,,,
vs Top 10,20,1,19,5.0%,5-37,11.9%,111-240,31.6%,0-1,0.0%,0,,,,,,,,,,,
