Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,13,4,9,30.8%,1,0,1,0.0%,1989,1999,R128,0,,,,,,,,,,
Roland Garros,12,Clay,21,9,12,42.9%,4,0,4,0.0%,1985,1999,R32,0,,,,,,,,,,
Wimbledon,15,Grass,40,25,15,62.5%,9,8,1,88.9%,1986,2001,QF,0,,,,,,,,,,
US Open,12,Hard,20,8,12,40.0%,4,2,2,50.0%,1985,1999,R32,0,,,,,,,,,,
Fed Cup,3,,3,3,0,100.0%,0,0,0,-,1989,1996,,0,,,,,,,,,,
Birmingham,12,Grass,30,18,12,60.0%,4,1,3,25.0%,1988,1999,QF,0,,,,,,,,,,
Rome,12,Clay,17,5,12,29.4%,6,4,2,66.7%,1988,1999,R16,0,,,,,,,,,,
Eastbourne,8,Grass,19,11,8,57.9%,6,4,2,66.7%,1989,1999,R16,0,,,,,,,,,,
Taranto,6,Clay,20,13,7,65.0%,4,2,2,50.0%,1985,1992,QF,0,,,,,,,,,,
Key Biscayne,6,Hard,16,10,6,62.5%,6,6,0,100.0%,1988,1998,R16,0,,,,,,,,,,
Sydney,6,Hard,13,7,6,53.8%,2,1,1,50.0%,1989,1999,R32,0,,,,,,,,,,
