Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Miami R32,L vs Gibson,28.3%,30.2%,37.1%,21.9%,25.0%,36.0%,56.3%,18.8%,0.0%,44.4%,44.4%,40.0%,0.0%,72.7%,75.0%,68
2026 Miami R64,W vs Badosa,25.0%,40.4%,51.3%,32.4%,48.6%,52.0%,66.7%,36.4%,50.0%,6.7%,20.0%,50.0%,10.0%,40.0%,-,-104
2026 Indian Wells R64,L vs Osorio,23.8%,32.7%,46.7%,28.6%,42.9%,60.0%,71.9%,41.9%,50.0%,16.7%,16.7%,26.7%,10.0%,23.1%,66.7%,-40
2026 Austin R16,L vs Tomljanovic,20.4%,28.6%,49.3%,24.5%,34.0%,60.0%,63.0%,15.4%,25.0%,17.5%,25.0%,36.4%,17.6%,47.8%,-,30
2026 Austin R32,W vs Blinkova,37.7%,49.2%,59.5%,52.9%,70.6%,75.0%,71.4%,25.0%,25.0%,19.2%,23.1%,47.6%,7.1%,33.3%,0.0%,-59
2026 Dubai R16,L vs Pegula,25.4%,33.9%,46.5%,28.6%,40.0%,40.0%,6.3%,57.9%,80.0%,21.7%,26.1%,55.6%,20.0%,38.5%,50.0%,-54
2026 Dubai R32,W vs Shnaider,24.6%,38.6%,47.6%,22.6%,45.2%,54.2%,46.7%,50.0%,50.0%,28.0%,32.0%,38.9%,44.4%,31.3%,33.3%,-57
2026 Dubai R64,W vs Rakhimova,30.3%,40.9%,50.0%,40.0%,55.0%,50.0%,50.0%,55.0%,33.3%,16.7%,20.8%,50.0%,11.1%,60.0%,40.0%,-11
2026 Australian Open QF,L vs Sabalenka,19.6%,28.6%,36.4%,24.2%,36.4%,40.0%,21.1%,28.6%,33.3%,13.6%,18.2%,31.6%,0.0%,66.7%,66.7%,-51
2026 Australian Open R16,W vs Putintseva,26.3%,26.3%,59.3%,37.0%,37.0%,47.1%,46.2%,28.6%,100.0%,0.0%,0.0%,80.0%,40.0%,40.0%,0.0%,-119
2026 Australian Open R32,W vs Paolini,16.9%,22.0%,51.1%,20.6%,26.5%,48.1%,28.6%,20.0%,0.0%,13.0%,17.4%,55.0%,0.0%,33.3%,100.0%,-7
2026 Australian Open R64,W vs Hon,14.6%,24.4%,72.7%,17.2%,27.6%,70.8%,50.0%,29.4%,0.0%,10.0%,20.0%,77.8%,0.0%,60.0%,-,-23
2026 Australian Open R128,W vs Volynets,28.3%,43.5%,60.6%,45.8%,62.5%,53.8%,50.0%,60.0%,100.0%,9.1%,22.7%,65.0%,12.5%,35.7%,-,-104
2026 Hobart F,L vs Cocciaretto,19.4%,26.9%,43.4%,22.0%,31.7%,43.8%,15.8%,59.1%,33.3%,16.0%,20.0%,42.9%,30.8%,8.3%,0.0%,-57
2026 Hobart SF,W vs Preston,16.5%,30.4%,50.0%,18.9%,35.8%,51.2%,44.0%,25.0%,60.0%,12.5%,20.8%,47.6%,0.0%,37.5%,66.7%,-11
2026 Hobart QF,W vs Linette,18.4%,31.2%,49.0%,27.3%,41.6%,44.6%,43.2%,32.5%,33.3%,4.5%,15.9%,54.8%,0.0%,32.1%,57.1%,-71
2026 Hobart R16,W vs Zarazua,19.1%,42.6%,72.2%,20.0%,53.3%,75.0%,56.3%,42.9%,0.0%,20.0%,26.7%,66.7%,0.0%,60.0%,-,38
2026 Hobart R32,W vs Tjen,22.5%,27.5%,65.5%,28.6%,35.7%,75.0%,9.1%,70.6%,-,10.0%,10.0%,44.4%,16.7%,0.0%,-,-23
2026 Auckland SF,L vs Svitolina,16.9%,26.2%,38.5%,19.0%,33.3%,44.1%,57.9%,47.8%,66.7%,14.3%,14.3%,27.8%,11.1%,41.7%,33.3%,1
2026 Auckland QF,W vs Costoulas,15.9%,25.6%,52.3%,16.4%,30.9%,56.5%,33.3%,41.9%,50.0%,17.4%,17.4%,42.1%,0.0%,66.7%,100.0%,-7
Last 52 Weeks (35 matches),,22.3%,31.9%,48.2%,25.2%,37.8%,50.4%,45.4%,36.3%,42.4%,19.0%,23.9%,44.6%,14.1%,37.6%,49.4%,-13
Career (40 matches),,22.0%,31.2%,47.5%,24.8%,36.9%,49.5%,43.9%,36.1%,42.4%,18.9%,23.9%,44.3%,12.8%,40.1%,49.5%,-22
