Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,5,3,2,60.0%,6-3,66.7%,51-41,55.4%,0-1,0.0%,5,81.3%,27.1%,6.3%,4.0%,62.6%,67.2%,55.8%,62.9%,39.6%,51.1%,1.07,QF (Quimper)
2025,23,16,7,69.6%,35-18,66.0%,289-247,53.9%,6-3,66.7%,23,81.5%,26.6%,7.6%,3.6%,63.5%,71.1%,52.9%,64.5%,39.8%,51.9%,1.12,F (2x)
2024,24,17,7,70.8%,37-15,71.2%,282-194,59.2%,5-5,50.0%,24,88.4%,30.5%,9.2%,3.9%,64.0%,73.5%,55.8%,67.1%,39.6%,53.6%,1.20,W (Shenzhen Longhua)
2023,2,0,2,0.0%,0-4,0.0%,13-24,35.1%,0-0,-,2,63.2%,5.6%,5.5%,3.7%,68.8%,65.3%,44.1%,58.7%,27.7%,43.8%,0.67,R16 (Cagliari)
2021,19,13,6,68.4%,27-17,61.4%,230-198,53.7%,3-1,75.0%,19,78.4%,29.4%,7.2%,2.3%,64.5%,70.3%,51.9%,63.8%,41.7%,52.3%,1.15,W (Nur-Sultan 1)
2020,13,7,6,53.8%,17-13,56.7%,149-137,52.1%,1-2,33.3%,13,76.8%,29.0%,6.1%,3.6%,61.5%,70.0%,50.3%,62.4%,41.1%,51.6%,1.09,QF (3x)
2019,7,5,2,71.4%,11-4,73.3%,80-63,55.9%,1-1,50.0%,7,84.7%,26.1%,6.5%,2.5%,64.1%,74.2%,54.7%,67.2%,38.9%,52.9%,1.19,F (Dallas)
2018,22,15,7,68.2%,34-20,63.0%,286-250,53.4%,6-4,60.0%,22,78.5%,28.3%,4.6%,2.8%,64.2%,69.6%,50.4%,62.7%,41.1%,51.6%,1.10,W (Seoul)
2017,40,20,20,50.0%,47-44,51.6%,425-412,50.8%,4-8,33.3%,40,75.0%,27.5%,4.1%,4.3%,61.2%,67.6%,50.0%,60.8%,39.9%,50.2%,1.02,W (Fairfield)
2016,21,12,9,57.1%,27-19,58.7%,245-220,52.7%,6-3,66.7%,21,76.2%,27.7%,3.9%,5.0%,58.1%,71.2%,49.1%,62.0%,40.1%,51.0%,1.05,SF (3x)
2015,13,8,5,61.5%,15-13,53.6%,132-121,52.2%,2-1,66.7%,13,75.0%,29.4%,5.0%,3.2%,58.5%,67.9%,49.4%,60.3%,40.5%,50.8%,1.02,SF (2x)
2014,6,3,3,50.0%,7-7,50.0%,70-69,50.4%,1-0,100.0%,6,80.9%,20.0%,6.2%,4.9%,61.6%,72.6%,50.3%,64.0%,37.4%,50.5%,1.04,SF (Winnetka)
Career,195,119,76,61.0%,263-177,59.8%,2252-1976,53.3%,35-29,54.7%,195,78.9%,27.8%,5.8%,3.7%,62.2%,70.2%,51.3%,63.1%,40.1%,51.5%,1.09,
