Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Washington R32,L vs Shelton,20.0%,31.7%,55.8%,26.0%,30.6%,47.2%,72.0%,40.6%,47.6%,46.7%,50.0%,5.3%,10.5%,33.3%,-72
2025 Roland Garros R128,L vs Djokovic,25.3%,32.9%,42.9%,30.9%,34.6%,42.3%,38.2%,43.1%,50.0%,54.5%,0.0%,8.3%,16.7%,50.0%,-37
2024 US Open R128,L vs Sinner,15.3%,26.5%,44.2%,21.8%,20.3%,33.9%,44.7%,31.2%,46.4%,48.4%,40.0%,9.1%,18.2%,43.3%,-33
2024 Cincinnati Q2,L vs Michelsen,24.5%,32.7%,43.2%,29.0%,31.3%,37.5%,40.9%,38.1%,33.3%,64.7%,50.0%,11.8%,23.5%,46.7%,-79
2024 Newport R32,W vs Hijikata,21.9%,34.4%,47.1%,32.0%,28.8%,45.5%,55.3%,43.5%,62.5%,47.1%,50.0%,8.0%,12.0%,30.4%,-42
2024 Wimbledon R128,L vs Ruusuvuori,34.1%,41.2%,52.3%,38.9%,41.9%,49.6%,51.5%,48.8%,38.2%,45.2%,66.7%,17.3%,23.1%,53.5%,-51
2024 Australian Open R128,L vs Shang,31.6%,37.6%,46.1%,36.4%,35.9%,41.0%,48.0%,43.1%,35.0%,47.4%,40.0%,25.7%,34.3%,42.3%,76
2023 Paris R32,L vs Sinner,27.8%,34.4%,49.2%,33.2%,28.3%,36.7%,48.8%,36.5%,34.5%,32.3%,33.3%,28.6%,32.1%,50.0%,22
2023 Wimbledon R128,L vs Bublik,30.5%,36.2%,50.0%,36.0%,38.2%,46.1%,50.9%,46.9%,35.0%,53.1%,57.1%,20.5%,22.7%,48.6%,72
2023 Miami R64,W vs Berrettini,37.2%,48.8%,58.5%,44.1%,42.1%,54.4%,54.5%,52.5%,26.3%,57.9%,0.0%,28.6%,39.3%,65.0%,-27
2023 Indian Wells R64,L vs Rune,31.4%,43.1%,55.9%,36.3%,38.7%,54.8%,52.6%,46.8%,50.0%,26.7%,100.0%,21.1%,26.3%,60.0%,-3
2023 Acapulco QF,L vs Paul,24.4%,28.9%,33.3%,30.7%,25.9%,33.3%,40.0%,36.3%,50.0%,40.0%,60.0%,23.5%,23.5%,23.1%,5
2023 Australian Open R64,W vs Nadal,29.5%,41.1%,53.8%,35.7%,34.4%,45.3%,50.0%,43.6%,28.1%,65.6%,0.0%,20.7%,34.5%,60.9%,19
2023 Australian Open R128,W vs Nakashima,30.8%,44.2%,61.5%,39.0%,40.0%,54.3%,63.5%,52.3%,45.2%,50.8%,100.0%,12.8%,25.5%,58.5%,11
2022 San Diego R16,L vs Brooksby,17.9%,32.1%,54.0%,26.2%,23.1%,38.5%,55.0%,35.4%,69.6%,48.3%,50.0%,8.0%,20.0%,52.2%,-33
2022 Cincinnati R32,L vs Alcaraz,29.1%,38.2%,41.7%,32.7%,30.6%,41.7%,40.0%,36.1%,44.4%,38.9%,0.0%,31.3%,37.5%,45.5%,160
2022 Washington R64,L vs Ruusuvuori,23.3%,30.0%,46.3%,28.0%,28.6%,40.8%,42.9%,37.1%,30.8%,30.4%,25.0%,17.9%,17.9%,50.0%,-5
2021 Moscow R16,L vs Simon,14.1%,21.9%,43.4%,19.8%,15.0%,27.5%,38.2%,24.3%,70.6%,34.8%,0.0%,13.6%,13.6%,52.6%,19
2021 Washington F,L vs Sinner,24.8%,35.2%,47.2%,28.4%,31.6%,43.0%,50.0%,37.3%,33.3%,53.5%,70.0%,14.6%,24.4%,42.9%,25
2021 Australian Open R16,L vs Medvedev,20.0%,31.4%,48.1%,29.1%,19.0%,38.1%,58.8%,34.3%,63.6%,40.0%,0.0%,23.1%,23.1%,30.0%,29
Career (29 matches),,25.4%,35.2%,50.3%,31.6%,31.7%,43.5%,52.0%,41.6%,41.9%,43.1%,36.2%,16.4%,23.7%,47.8%,45
