Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),125,501,121,1676,113,1640,178,1534,86,1595,,,,
2025,114,546,103,1698,93,1663,165,1545,80,1605,,,,
2024,131,464,88,1718,78,1699,157,1562,73,1619,84,1005,,
2023,41,1055,47,1800,38,1768,106,1627,38,1690,,,,
2022,63,775,73,1742,70,1701,81,1670,60,1655,,,,
2021,55,1084,65,1756,62,1718,68,1692,47,1683,,,,
2020,193,335,115,1640,98,1610,164,1502,,,,,,
2019,129,425,100,1700,82,1685,175,1506,,,293,180,,
2018,78,688,105,1682,105,1633,208,1477,62,1645,230,250,,
2017,176,299,134,1630,121,1612,204,1475,121,1532,262,232,,
2016,321,148,156,1605,139,1574,,,126,1528,304,225,,
2015,371,118,209,1522,192,1497,,,,,547,104,,
2014,642,41,,,,,,,,,587,87,,
2013,673,35,,,,,,,,,1107,18,,
