Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Washington R32,L vs Shelton,0.0%,-,9.3%,70.0%,16.9%,33.3%,14.3%,0.0%,0.0%,2.4%,33.3%,12,-2
2025 Roland Garros R128,L vs Djokovic,1.4%,0.0%,15.3%,52.2%,13.3%,25.0%,0.0%,1.4%,0.0%,3.6%,22.2%,-69,-50
2024 US Open R128,L vs Sinner,7.4%,28.6%,16.1%,64.5%,16.2%,22.4%,9.1%,4.8%,26.7%,1.0%,0.0%,10,-6
2024 Cincinnati Q2,L vs Michelsen,8.7%,50.0%,15.4%,56.3%,11.1%,5.9%,0.0%,7.5%,25.0%,1.6%,33.3%,-57,-53
2024 Newport R32,W vs Hijikata,4.3%,100.0%,18.8%,61.1%,18.0%,28.6%,10.5%,1.9%,11.1%,1.3%,50.0%,-42,-26
2024 Wimbledon R128,L vs Ruusuvuori,0.6%,100.0%,9.1%,59.4%,10.1%,20.4%,16.7%,4.0%,15.8%,0.6%,66.7%,-77,-42
2024 Australian Open R128,L vs Shang,0.9%,100.0%,9.6%,52.0%,8.1%,12.2%,6.3%,4.8%,13.3%,0.7%,33.3%,-53,-27
2023 Paris R32,L vs Sinner,4.9%,75.0%,12.1%,61.9%,11.2%,23.7%,0.0%,4.2%,0.0%,1.0%,0.0%,-25,-17
2023 Wimbledon R128,L vs Bublik,4.4%,83.3%,21.9%,56.9%,4.9%,7.1%,20.0%,9.1%,23.1%,1.2%,66.7%,-48,-24
2023 Miami R64,W vs Berrettini,1.3%,100.0%,8.7%,80.0%,15.4%,16.7%,14.3%,7.9%,60.0%,1.8%,25.0%,-112,-63
2023 Indian Wells R64,L vs Rune,0.0%,-,10.4%,75.0%,9.1%,23.5%,33.3%,0.0%,0.0%,0.0%,-,-92,-65
2023 Acapulco QF,L vs Paul,2.2%,0.0%,12.5%,36.4%,6.8%,11.1%,0.0%,4.5%,0.0%,1.6%,0.0%,45,-33
2023 Australian Open R64,W vs Nadal,0.0%,-,9.1%,72.2%,16.2%,31.4%,0.0%,5.7%,0.0%,1.1%,25.0%,-60,-31
2023 Australian Open R128,W vs Nakashima,0.7%,100.0%,7.5%,60.0%,17.4%,24.4%,25.0%,5.9%,18.8%,0.4%,0.0%,-51,-37
2022 San Diego R16,L vs Brooksby,0.0%,-,18.1%,67.9%,12.9%,20.5%,16.7%,4.6%,19.0%,2.0%,42.9%,-38,-34
2022 Cincinnati R32,L vs Alcaraz,7.5%,75.0%,13.8%,69.2%,7.7%,11.1%,12.5%,3.1%,25.0%,0.8%,100.0%,-55,-9
2022 Washington R64,L vs Ruusuvuori,8.1%,85.7%,11.0%,68.4%,5.6%,13.0%,25.0%,5.6%,12.5%,1.2%,0.0%,-33,-34
2021 Moscow R16,L vs Simon,1.6%,100.0%,23.1%,56.0%,4.7%,8.3%,0.0%,4.1%,30.0%,1.4%,25.0%,-33,-50
2021 Washington F,L vs Sinner,5.0%,66.7%,13.4%,61.3%,12.0%,20.0%,9.1%,3.2%,0.0%,2.1%,22.2%,-21,8
2021 Australian Open R16,L vs Medvedev,10.1%,57.1%,18.4%,61.5%,14.0%,35.0%,0.0%,8.9%,33.3%,2.6%,16.7%,-17,-30
Career (29 matches),,3.3%,68.3%,13.8%,63.8%,12.9%,21.7%,9.2%,4.8%,16.5%,1.2%,25.3%,-23,-15
