Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,10,5,5,50.0%,10-10,50.0%,91-96,48.7%,2-1,66.7%,10,65.6%,30.1%,2.2%,3.9%,65.7%,63.8%,44.3%,57.1%,41.8%,49.5%,0.97
Clay,13,6,7,46.2%,13-18,41.9%,133-152,46.7%,2-2,50.0%,13,59.3%,34.0%,1.0%,3.8%,67.0%,56.7%,47.9%,53.8%,44.2%,49.1%,0.96
Grand Slams,5,3,2,60.0%,6-5,54.5%,47-50,48.5%,1-0,100.0%,5,64.6%,31.3%,1.1%,2.2%,65.9%,61.4%,46.7%,56.4%,43.1%,49.8%,0.99
Premiers,1,0,1,0.0%,0-2,0.0%,10-13,43.5%,0-1,0.0%,1,36.4%,54.5%,0.0%,3.5%,64.0%,45.5%,38.7%,43.0%,51.2%,47.0%,0.90
Internationals,15,7,8,46.7%,15-19,44.1%,147-167,46.8%,3-2,60.0%,15,60.0%,32.7%,1.3%,4.4%,67.5%,58.6%,46.1%,54.5%,43.1%,48.9%,0.95
Finals,1,1,0,100.0%,2-1,66.7%,15-9,62.5%,0-0,-,1,83.3%,41.7%,0.0%,1.4%,70.3%,65.4%,59.1%,63.5%,43.2%,53.4%,1.19
Semi-finals,1,1,0,100.0%,2-1,66.7%,16-15,51.6%,1-0,100.0%,1,53.3%,46.7%,0.0%,1.8%,63.1%,55.7%,48.8%,53.2%,47.5%,50.2%,1.01
Quarter-finals,1,1,0,100.0%,2-1,66.7%,15-11,57.7%,0-0,-,1,84.6%,30.8%,0.0%,3.7%,73.4%,58.8%,62.1%,59.6%,43.9%,52.2%,1.09
vs Righties,19,8,11,42.1%,16-26,38.1%,177-212,45.5%,2-3,40.0%,19,58.3%,32.5%,1.2%,4.0%,65.8%,57.3%,46.5%,53.6%,43.3%,48.4%,0.93
vs Lefties,4,3,1,75.0%,7-2,77.8%,47-36,56.6%,2-0,100.0%,4,78.0%,32.5%,2.8%,2.8%,70.0%,69.2%,46.5%,62.4%,43.0%,53.1%,1.14
