Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
4,Anastasia Tikhonova [RUS],4,0,100.0%,2,2,0,100.0%,2020,2026,1,1.14,0.0%,9.2%,61.5%,60.0%,48.0%,55.4%,50.7%,57.1%,71.4%
4,Kaja Juvan [SLO],1,3,25.0%,1,0,1,0.0%,2023,2025,4,0.87,0.0%,4.2%,65.2%,54.0%,49.6%,52.4%,41.5%,59.1%,43.5%
3,Maria Lourdes Carle [ARG],3,0,100.0%,1,1,0,100.0%,2024,2026,2,1.14,0.5%,3.8%,72.7%,59.4%,42.0%,54.6%,51.8%,61.9%,44.8%
3,Francisca Jorge [POR],3,0,100.0%,0,0,0,-,2021,2025,2,1.20,3.4%,2.5%,64.7%,53.2%,50.0%,52.1%,57.5%,40.0%,56.0%
3,Ann Li [USA],0,3,0.0%,1,0,1,0.0%,2024,2025,2,0.68,0.9%,2.6%,68.7%,53.2%,41.7%,49.6%,34.2%,47.4%,62.5%
3,Anna Siskova [CZE],0,3,0.0%,1,0,1,0.0%,2021,2025,2,0.89,1.3%,7.2%,65.1%,63.6%,43.4%,56.6%,38.7%,57.1%,60.0%
3,Anastasia Zakharova [RUS],1,2,33.3%,1,0,1,0.0%,2018,2024,1,0.83,2.4%,9.6%,61.4%,56.9%,40.6%,50.6%,40.9%,64.3%,100.0%
3,Kristina Dmitruk [BLR],2,1,66.7%,0,0,0,-,2021,2023,0,,,,,,,,,,
2,Kamilla Rakhimova [UZB],0,2,0.0%,0,0,0,-,2024,2026,2,0.78,6.7%,1.9%,60.0%,54.0%,50.0%,52.4%,37.3%,53.3%,44.4%
2,Magdalena Frech [POL],0,2,0.0%,2,0,2,0.0%,2024,2026,2,0.92,0.0%,2.2%,70.3%,53.8%,41.8%,50.3%,45.5%,59.3%,47.4%
2,Mai Hontama [JPN],0,2,0.0%,0,0,0,-,2022,2026,2,0.91,0.0%,6.0%,60.4%,54.4%,45.8%,51.0%,44.8%,50.0%,47.1%
2,Aliaksandra Sasnovich [BLR],0,2,0.0%,0,0,0,-,2024,2026,2,0.85,5.9%,3.7%,61.5%,49.4%,46.2%,48.1%,44.3%,42.1%,38.9%
2,Antonia Ruzic [CRO],2,0,100.0%,0,0,0,-,2023,2026,1,1.49,5.2%,1.7%,65.5%,73.7%,60.0%,69.0%,46.2%,50.0%,36.4%
2,Mona Barthel [GER],1,1,50.0%,0,0,0,-,2024,2025,2,1.08,0.0%,6.9%,54.0%,57.4%,50.0%,54.0%,49.5%,50.0%,42.1%
2,Lanlana Tararudee [THA],1,1,50.0%,0,0,0,-,2025,2025,2,0.97,0.0%,7.4%,62.8%,61.0%,22.9%,46.8%,51.6%,12.5%,47.1%
