Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,10,7,3,70.0%,2,1,1,50.0%,2024,2026,R16,10,1.15,2.0%,3.6%,65.8%,64.0%,50.2%,59.2%,46.7%,58.3%,46.2%
Roland Garros,2,Clay,4,2,2,50.0%,0,0,0,-,2023,2024,R128,4,1.00,0.8%,2.7%,63.2%,52.7%,50.0%,51.7%,48.5%,55.3%,47.4%
Wimbledon,2,Grass,2,0,2,0.0%,0,0,0,-,2023,2024,Q1,2,0.70,1.6%,4.8%,60.3%,52.6%,38.0%,46.8%,37.4%,52.4%,33.3%
US Open,3,Hard,4,1,3,25.0%,1,0,1,0.0%,2023,2025,Q2,4,0.82,3.6%,5.2%,62.9%,52.6%,42.4%,48.8%,42.1%,39.4%,50.0%
Miami,2,Hard,5,3,2,60.0%,1,0,1,0.0%,2024,2026,R64,5,1.25,6.7%,3.0%,68.1%,69.6%,52.3%,64.1%,44.9%,63.6%,39.1%
Indian Wells,2,Hard,3,1,2,33.3%,1,0,1,0.0%,2024,2026,Q2,3,1.05,3.2%,4.3%,59.5%,60.0%,52.0%,56.8%,45.4%,57.1%,54.5%
Chennai,2,Hard,2,0,2,0.0%,1,0,1,0.0%,2022,2025,R32,2,0.80,1.6%,7.8%,60.9%,61.5%,28.0%,48.4%,41.0%,23.1%,35.3%
Hamburg,2,Clay,4,2,2,50.0%,1,0,1,0.0%,2023,2025,R32,4,1.05,0.0%,4.7%,71.1%,59.4%,47.5%,56.0%,46.1%,71.1%,42.4%
Canberra 125,1,Hard,2,0,2,0.0%,1,0,1,0.0%,2024,2024,R32,2,0.83,1.3%,9.2%,61.8%,53.2%,43.1%,49.3%,42.1%,59.3%,42.1%
Budapest,2,Clay,9,7,2,77.8%,3,2,1,66.7%,2023,2024,W,9,1.13,1.5%,3.8%,67.5%,61.5%,51.7%,58.3%,47.1%,61.0%,51.8%
