Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,2,1,1,50.0%,2-1,66.7%,14-14,50.0%,0-0,-,2,64.3%,33.3%,0.0%,8.9%,64.4%,60.3%,43.8%,54.4%,43.0%,48.4%,0.94,R16 (W75 Manama)
2025,42,27,15,64.3%,57-33,63.3%,457-353,56.4%,6-3,66.7%,42,66.1%,46.3%,1.7%,4.3%,66.9%,61.5%,46.6%,56.6%,48.8%,52.6%,1.12,W (2x)
2024,12,6,6,50.0%,13-11,54.2%,119-104,53.4%,1-3,25.0%,4,55.3%,36.2%,2.5%,6.1%,60.5%,54.2%,46.0%,51.0%,42.0%,46.7%,0.86,SF (W75 Petange)
2023,34,22,12,64.7%,47-28,62.7%,391-302,56.4%,3-5,37.5%,0,,,,,,,,,,,,W (W40 Monastir)
2022,34,20,14,58.8%,41-31,56.9%,346-303,53.3%,4-2,66.7%,1,33.3%,25.0%,0.0%,12.2%,59.2%,48.3%,25.0%,38.8%,42.6%,40.8%,0.70,W (W25 Raanana)
2021,36,20,16,55.6%,46-39,54.1%,409-368,52.6%,2-1,66.7%,0,,,,,,,,,,,,W (W15 Cairo)
2020,15,11,4,73.3%,22-10,68.8%,176-141,55.5%,2-3,40.0%,0,,,,,,,,,,,,W (W15 Monastir)
2019,20,14,6,70.0%,33-15,68.8%,255-196,56.5%,4-3,57.1%,0,,,,,,,,,,,,W (W15 Antalya)
2018,9,6,3,66.7%,12-7,63.2%,92-77,54.4%,1-1,50.0%,0,,,,,,,,,,,,SF (2x)
Career,204,127,77,62.3%,273-175,60.9%,2259-1858,54.9%,23-21,52.3%,49,64.2%,44.5%,1.7%,4.7%,66.1%,60.5%,46.0%,55.6%,47.8%,51.7%,1.08,
