Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),153,494,185,1588,178,1554,162,1543,203,1392,515,135,,
2025,143,513,163,1610,158,1580,156,1554,208,1402,416,177
2024,138,535,174,1568,162,1551,194,1477,206,1390,1183,22
2023,143,531,229,1488,272,1367,167,1513,213,1359,,
2022,307,194,332,1311,307,1310,333,1214,,,,
2021,423,124,,,,,,,,,,
2020,661,46,,,,,,,,,971,24
2019,751,28,,,,,,,,,998,19
