Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,293,155,138,52.9%,396-377,51.2%,4030-3962,50.4%,115-94,55.0%,265,85.4%,13.8%,16.6%,4.4%,60.8%,78.4%,50.3%,67.4%,32.2%,50.0%,0.99
Clay,61,29,32,47.5%,75-85,46.9%,735-787,48.3%,14-6,70.0%,49,74.0%,15.7%,10.1%,4.8%,58.6%,72.2%,45.7%,61.2%,32.8%,47.7%,0.85
Grass,81,45,36,55.6%,113-103,52.3%,1178-1163,50.3%,40-31,56.3%,81,89.4%,10.5%,17.8%,4.2%,64.3%,80.2%,52.5%,70.3%,29.2%,50.0%,0.98
Carpet,9,3,6,33.3%,8-13,38.1%,107-116,48.0%,2-4,33.3%,7,80.5%,10.4%,14.1%,4.0%,63.6%,72.2%,47.0%,63.0%,27.9%,46.3%,0.75
Grand Slams,78,36,42,46.2%,119-160,42.7%,1397-1558,47.3%,46-34,57.5%,78,83.6%,10.6%,15.5%,4.5%,61.8%,77.5%,48.7%,66.5%,30.2%,48.7%,0.90
Masters,46,15,31,32.6%,39-67,36.8%,497-571,46.5%,10-7,58.8%,46,80.1%,12.9%,14.4%,4.7%,58.6%,77.7%,45.4%,64.3%,31.9%,48.2%,0.90
Other Tours,280,152,128,54.3%,341-305,52.8%,3401-3292,50.8%,98-84,53.8%,278,86.3%,14.5%,16.6%,4.3%,61.5%,78.4%,51.6%,68.1%,32.1%,50.4%,1.01
Best of 5,116,64,52,55.2%,209-203,50.7%,2121-2136,49.8%,63-43,59.4%,78,83.6%,10.6%,15.5%,4.5%,61.8%,77.5%,48.7%,66.5%,30.2%,48.7%,0.90
Best of 3,328,168,160,51.2%,383-375,50.5%,3929-3892,50.2%,108-92,54.0%,324,85.4%,14.3%,16.3%,4.3%,61.1%,78.3%,50.7%,67.6%,32.1%,50.1%,0.99
Finals,8,2,6,25.0%,6-12,33.3%,92-104,46.9%,4-4,50.0%,7,81.2%,8.4%,16.0%,3.8%,60.8%,75.7%,51.8%,66.4%,27.9%,47.7%,0.83
Semi-finals,21,8,13,38.1%,21-27,43.8%,255-266,48.9%,7-11,38.9%,20,88.0%,10.0%,18.3%,4.1%,64.9%,79.7%,50.6%,69.5%,28.8%,49.6%,0.94
Quarter-finals,46,21,25,45.7%,50-58,46.3%,542-564,49.0%,12-15,44.4%,46,84.9%,13.2%,15.3%,4.3%,62.2%,78.7%,47.6%,66.9%,30.7%,49.4%,0.93
vs Righties,394,199,195,50.5%,508-522,49.3%,5308-5359,49.8%,149-125,54.4%,359,84.9%,12.8%,16.3%,4.5%,61.0%,78.1%,50.0%,67.2%,31.2%,49.5%,0.95
vs Lefties,46,29,17,63.0%,73-55,57.0%,672-632,51.5%,20-10,66.7%,43,85.5%,16.8%,14.4%,3.8%,63.6%,77.2%,51.1%,67.7%,34.1%,51.1%,1.06
vs Top 10,56,12,44,21.4%,38-108,26.0%,648-848,43.3%,9-21,30.0%,54,79.5%,8.9%,12.8%,3.9%,62.4%,74.3%,45.4%,63.5%,27.1%,46.4%,0.74
