Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2018 Monte Carlo R32,L vs Zverev,25.0%,40.6%,44.8%,34.2%,36.2%,60.3%,56.8%,51.4%,38.5%,34.4%,28.6%,9.1%,12.1%,30.0%,-31
2017 Wimbledon R16,W vs Nadal,36.3%,55.2%,53.6%,46.2%,47.0%,70.1%,62.0%,62.6%,50.8%,49.3%,10.0%,20.6%,33.8%,42.6%,79
2017 s Hertogenbosch F,W vs Karlovic,63.1%,86.2%,73.9%,70.9%,73.5%,91.8%,76.9%,83.9%,63.6%,51.9%,-,33.3%,73.3%,70.0%,16
2017 Estoril F,L vs Carreno Busta,19.7%,37.7%,54.3%,30.2%,30.0%,50.0%,53.6%,46.0%,52.6%,57.1%,50.0%,0.0%,16.7%,55.6%,-118
2017 Indian Wells R16,L vs Nishikori,36.4%,47.3%,31.0%,40.9%,59.3%,77.8%,45.5%,68.5%,58.8%,40.0%,50.0%,18.2%,22.7%,22.2%,39
2017 Sydney F,W vs Evans,41.7%,58.3%,64.5%,50.3%,57.9%,78.9%,68.8%,71.6%,57.1%,41.2%,0.0%,16.7%,27.8%,60.0%,32
2016 Tokyo R16,W vs Baghdatis,42.4%,57.6%,63.3%,49.7%,61.8%,76.5%,61.5%,74.4%,57.1%,45.0%,100.0%,19.0%,38.1%,64.7%,58
2016 Sofia SF,L vs Bautista Agut,27.3%,50.6%,59.3%,40.9%,34.0%,66.0%,74.2%,56.4%,56.3%,48.4%,40.0%,17.9%,28.6%,39.1%,22
2015 Stockholm QF,L vs Baghdatis,32.0%,48.5%,51.6%,42.5%,45.5%,67.3%,70.0%,64.0%,52.0%,46.7%,66.7%,15.8%,26.3%,34.4%,39
2015 Tokyo SF,L vs Wawrinka,30.4%,45.6%,51.0%,38.0%,38.8%,51.0%,43.3%,51.0%,50.0%,48.1%,50.0%,20.8%,45.8%,63.2%,65
2015 Metz QF,L vs Simon,38.7%,50.0%,42.4%,45.6%,45.9%,59.5%,50.0%,57.6%,50.0%,41.2%,100.0%,35.0%,45.0%,30.8%,190
2015 s Hertogenbosch SF,L vs Goffin,42.4%,60.6%,50.0%,52.6%,48.9%,72.3%,62.5%,63.2%,42.1%,39.3%,-,26.3%,31.6%,28.6%,-79
2015 Irving CH SF,L vs Smyczek,34.9%,57.0%,51.9%,45.2%,48.1%,73.1%,66.7%,65.2%,40.0%,63.0%,75.0%,16.7%,36.7%,36.0%,44
2015 Rotterdam R16,W vs Dimitrov,49.3%,60.3%,50.0%,56.6%,65.3%,79.6%,70.6%,76.1%,42.1%,33.3%,25.0%,17.4%,21.7%,31.6%,-16
2015 Australian Open R16,L vs Djokovic,30.5%,48.6%,48.6%,38.8%,41.5%,64.6%,52.6%,54.9%,44.8%,38.9%,25.0%,12.8%,23.1%,44.1%,-79
2015 Sydney QF,W vs Tomic,50.6%,69.9%,63.4%,60.5%,57.6%,78.8%,67.9%,70.0%,27.3%,54.5%,0.0%,23.5%,35.3%,53.8%,-79
2014 Metz R16,L vs Tsonga,47.9%,57.5%,47.2%,52.9%,63.6%,77.3%,56.3%,71.8%,44.4%,42.3%,50.0%,25.9%,29.6%,40.0%,25
2014 Portoroz CH F,L vs Kavcic,27.6%,41.8%,48.4%,34.0%,36.4%,52.7%,45.7%,47.8%,31.8%,48.5%,33.3%,19.4%,33.3%,51.7%,65
2012 Atlanta F,L vs Roddick,35.7%,52.4%,61.4%,41.9%,56.3%,72.9%,71.4%,67.1%,23.8%,40.7%,50.0%,11.5%,34.6%,52.2%,-26
2008 US Open QF,L vs Federer,32.2%,46.3%,57.7%,39.8%,42.7%,56.0%,60.5%,54.9%,26.7%,37.8%,25.0%,16.7%,33.3%,54.3%,49
Career (24 matches),,35.2%,51.9%,52.3%,43.8%,47.1%,66.8%,59.6%,60.9%,42.5%,46.5%,40.9%,17.9%,31.4%,43.7%,57
