Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2018,2,1,1,50.0%,2-3,40.0%,26-26,50.0%,0-1,0.0%,2,92.3%,8.0%,26.0%,8.7%,58.7%,86.4%,46.8%,70.0%,33.3%,50.3%,1.11,R16 (Vancouver)
2016,2,1,1,50.0%,2-2,50.0%,21-20,51.2%,0-1,0.0%,2,78.9%,28.6%,14.9%,12.3%,50.0%,78.9%,49.1%,64.0%,36.0%,49.4%,1.00,R16 (Irving)
2015,4,3,1,75.0%,6-3,66.7%,50-39,56.2%,1-1,50.0%,4,88.6%,23.3%,11.5%,6.9%,57.3%,80.0%,51.2%,67.7%,37.9%,52.6%,1.17,SF (Irving)
2014,54,45,9,83.3%,91-27,77.1%,697-528,56.9%,23-9,71.9%,54,94.2%,18.1%,18.0%,3.9%,65.0%,83.4%,55.8%,73.7%,35.0%,53.7%,1.33,W (5x)
2013,8,3,5,37.5%,8-11,42.1%,101-104,49.3%,2-3,40.0%,8,80.0%,19.0%,15.1%,5.1%,57.5%,77.6%,49.4%,65.6%,34.5%,50.1%,1.00,QF (Le Gosier)
2012,18,11,7,61.1%,23-20,53.5%,231-212,52.1%,4-6,40.0%,18,87.3%,16.4%,14.0%,4.6%,58.5%,79.3%,52.8%,68.3%,33.7%,51.0%,1.06,F (Rome2)
2011,32,23,9,71.9%,50-26,65.8%,421-364,53.6%,13-5,72.2%,32,88.9%,16.8%,18.1%,3.5%,66.7%,78.9%,53.1%,70.3%,33.4%,51.7%,1.13,W (Nottingham)
2010,45,28,17,62.2%,59-41,59.0%,543-503,51.9%,22-7,75.9%,45,88.2%,13.7%,17.8%,4.3%,60.8%,80.5%,52.2%,69.4%,31.5%,50.7%,1.03,F (3x)
2009,3,0,3,0.0%,1-6,14.3%,25-42,37.3%,1-0,100.0%,0,,,,,,,,,,,,R32 (3x)
2008,30,19,11,63.3%,41-24,63.1%,363-326,52.7%,13-6,68.4%,0,,,,,,,,,,,,W (2x)
2007,49,30,19,61.2%,62-39,61.4%,550-483,53.2%,12-9,57.1%,0,,,,,,,,,,,,F (2x)
2006,18,12,6,66.7%,27-19,58.7%,237-224,51.4%,7-4,63.6%,0,,,,,,,,,,,,F (Bermuda)
2005,8,4,4,50.0%,7-10,41.2%,82-87,48.5%,1-1,50.0%,0,,,,,,,,,,,,QF (2x)
2004,43,29,14,67.4%,66-42,61.1%,569-468,54.9%,10-8,55.6%,0,,,,,,,,,,,,W (2x)
2003,40,21,19,52.5%,47-46,50.5%,454-453,50.1%,6-4,60.0%,0,,,,,,,,,,,,W (Valladolid)
2002,17,8,9,47.1%,15-22,40.5%,177-185,48.9%,3-5,37.5%,0,,,,,,,,,,,,QF (Gramado)
2001,3,2,1,66.7%,4-3,57.1%,38-35,52.1%,0-0,-,0,,,,,,,,,,,,QF (Grenoble)
Career,376,240,136,63.8%,511-344,59.8%,4585-4099,52.8%,118-70,62.8%,165,89.7%,16.6%,17.3%,4.3%,62.6%,80.9%,53.2%,70.5%,33.6%,51.9%,1.14,
