Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2017 US Open R128,W vs Tomic,107.2,115.0,7.3,117.1,110.8,126,100,98.7,3.8,101.0,98.2,107,92
2017 Wimbledon QF,L vs Cilic,109.4,113.4,7.3,115.8,110.9,122,94,100.5,3.2,98.7,98.0,108,92
2017 Wimbledon R16,W vs Nadal,111.0,116.0,7.5,118.4,112.4,126,98,101.3,4.0,102.0,102.9,110,90
2017 Wimbledon R32,W vs Bedene,108.9,114.4,8.1,118.8,111.3,128,91,99.4,4.7,99.1,97.2,107,82
2017 Wimbledon R64,W vs Rosol,110.7,115.2,6.6,116.5,113.6,125,100,101.0,5.1,99.1,97.1,109,88
2017 Wimbledon R128,W vs Fucsovics,109.9,115.0,6.9,116.6,112.1,126,97,100.2,4.3,99.1,98.2,110,92
2017 Roland Garros R128,L vs Garcia Lopez,111.2,117.1,5.2,,,125,105,100.6,3.7,,,110,92
2017 Australian Open R64,L vs Raonic,109.8,114.4,8.3,117.5,110.4,125,97,98.7,4.8,98.0,98.8,106,88
2016 US Open R128,L vs Monfils,106.5,113.5,7.9,116.2,106.6,128,97,99.8,4.8,98.2,99.3,108,89
2016 Australian Open R64,L vs Millman,106.4,114.5,7.7,,,124,93,95.4,5.0,,,105,75
2016 Australian Open R128,W vs Fognini,108.4,115.0,9.0,,,128,95,97.4,4.8,,,108,85
2015 Wimbledon R128,L vs Tsonga,111.3,116.0,6.7,,,126,98,103.0,3.3,,,110,93
2015 Roland Garros R64,L vs Djokovic,106.5,113.7,6.2,,,124,99,96.1,3.8,,,103,85
2015 Roland Garros R128,W vs Lorenzi,107.5,114.9,5.9,,,124,100,93.7,3.9,,,104,80
2015 Australian Open R16,L vs Djokovic,109.8,115.4,6.7,,,124,99,100.3,3.8,,,106,90
2015 Australian Open R32,W vs Isner,108.2,114.4,9.2,,,124,91,97.3,5.0,,,107,87
2014 Wimbledon R64,L vs Federer,107.9,112.0,7.1,,,125,96,97.7,3.7,,,104,89
2012 US Open R64,L vs Hewitt,112.9,,,,,130,,,,,,,86
2012 Roland Garros R64,L vs Verdasco,106.7,,,,,126,,,,,,,88
2012 Australian Open R128,L vs Fish,107.7,,,,,124,,,,,,,80
Career (25 matches),,109.4,115.3,7.1,117.1,111.8,130,72,99.0,4.2,99.6,99.3,111,75
