Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,30,18,12,60.0%,27,19,8,70.4%,2004,2018,R16,27,0.97,15.5%,3.2%,65.0%,77.0%,50.0%,67.6%,31.4%,68.7%,32.0%
Roland Garros,12,Clay,16,4,12,25.0%,11,6,5,54.5%,2003,2018,R64,13,0.75,11.1%,5.5%,58.0%,71.4%,46.4%,60.9%,29.4%,65.4%,29.6%
Wimbledon,13,Grass,30,17,13,56.7%,26,12,14,46.2%,2004,2018,QF,26,0.95,18.0%,4.4%,65.8%,79.3%,51.6%,69.8%,28.7%,71.4%,28.4%
US Open,12,Hard,22,10,12,45.5%,28,17,11,60.7%,2003,2018,QF,20,0.94,16.4%,5.5%,56.1%,80.1%,48.5%,66.2%,31.6%,66.8%,30.5%
Olympics,2,,5,3,2,60.0%,4,2,2,50.0%,2012,2016,R16,5,1.07,12.6%,4.1%,59.8%,77.6%,59.0%,70.1%,32.0%,69.6%,31.4%
Davis Cup,14,,40,29,11,72.5%,27,17,10,63.0%,2000,2015,,0,,,,,,,,,,
Miami Masters,10,Hard,12,2,10,16.7%,6,4,2,66.7%,2004,2018,R32,12,0.77,12.9%,4.3%,56.9%,77.6%,45.5%,63.8%,27.9%,56.7%,16.0%
s Hertogenbosch,9,Grass,21,13,8,61.9%,14,11,3,78.6%,2002,2018,W,21,1.08,17.1%,3.4%,64.1%,80.9%,53.6%,71.1%,31.3%,69.4%,28.3%
Queen's Club,9,Grass,21,12,9,57.1%,17,10,7,58.8%,2005,2018,SF,21,0.95,19.5%,3.7%,67.1%,80.3%,52.8%,71.3%,27.4%,77.2%,38.2%
Indian Wells Masters,8,Hard,13,5,8,38.5%,3,2,1,66.7%,2005,2018,R32,13,1.00,15.2%,4.3%,60.9%,77.0%,44.8%,64.4%,35.5%,64.3%,29.8%
Washington,7,Hard,17,10,7,58.8%,6,3,3,50.0%,2004,2017,F,17,1.10,17.6%,5.0%,60.2%,77.4%,53.7%,67.9%,35.4%,73.4%,38.9%
Metz,7,Hard,16,9,7,56.3%,13,8,5,61.5%,2004,2017,SF,16,1.05,20.7%,3.3%,64.1%,82.8%,52.4%,71.9%,29.4%,75.0%,34.0%
