Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1998,2,0,2,0.0%,0-4,0.0%,13-24,35.1%,0-0,-,0,,,,,,,,,,,,R32 (2x)
1993,2,1,1,50.0%,1-3,25.0%,14-22,38.9%,1-0,100.0%,0,,,,,,,,,,,,R16 (Bermuda)
1992,5,3,2,60.0%,8-5,61.5%,70-62,53.0%,0-1,0.0%,0,,,,,,,,,,,,SF (Winnetka)
1990,1,0,1,0.0%,1-2,33.3%,10-12,45.5%,0-0,-,0,,,,,,,,,,,,R32 (Neu Ulm)
1989,7,3,4,42.9%,6-8,42.9%,67-73,47.9%,1-1,50.0%,0,,,,,,,,,,,,SF (Copenhagen)
1988,2,0,2,0.0%,1-2,33.3%,10-15,40.0%,0-2,0.0%,0,,,,,,,,,,,,R32 (2x)
1987,5,3,2,60.0%,4-6,40.0%,44-48,47.8%,2-0,100.0%,0,,,,,,,,,,,,SF (Seattle)
1986,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,0,,,,,,,,,,,,R32 (Schenectady)
1985,3,2,1,66.7%,3-3,50.0%,27-27,50.0%,2-0,100.0%,0,,,,,,,,,,,,QF (Schenectady)
Career,28,12,16,42.9%,24-35,40.7%,261-295,46.9%,6-4,60.0%,0,,,,,,,,,,,,
