Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,20,13,7,65.0%,8,6,2,75.0%,1991,1997,SF,20,1.04,3.1%,3.2%,60.8%,67.6%,48.4%,60.1%,41.5%,61.7%,42.6%
Roland Garros,4,Clay,8,4,4,50.0%,3,3,0,100.0%,1991,1995,R32,6,0.86,3.3%,4.2%,59.4%,66.9%,43.4%,57.4%,36.7%,62.9%,32.7%
Wimbledon,5,Grass,8,3,5,37.5%,5,3,2,60.0%,1991,1995,R64,8,0.98,4.7%,4.7%,60.2%,69.1%,41.9%,58.3%,40.8%,57.3%,39.0%
US Open,7,Hard,15,8,7,53.3%,11,6,5,54.5%,1990,1997,QF,13,0.97,3.5%,3.6%,57.8%,69.4%,47.3%,60.1%,38.8%,64.9%,36.6%
Miami Masters,6,Hard,15,9,6,60.0%,9,4,5,44.4%,1991,1996,QF,15,1.08,2.7%,3.8%,59.7%,67.1%,53.2%,61.5%,41.5%,60.5%,57.5%
Washington,6,Hard,12,6,6,50.0%,4,3,1,75.0%,1986,1997,QF,10,1.11,4.3%,3.4%,63.6%,66.0%,55.9%,62.3%,41.7%,62.9%,41.4%
New Haven,6,Hard,9,3,6,33.3%,6,0,6,0.0%,1990,1998,R16,8,1.00,4.6%,3.6%,59.6%,66.0%,53.7%,61.0%,39.0%,67.3%,52.9%
San Francisco,6,Hard,7,1,6,14.3%,4,2,2,50.0%,1984,1993,R16,2,0.77,4.3%,9.4%,44.2%,67.2%,42.9%,53.6%,35.9%,50.0%,57.1%
Canada Masters,5,Hard,8,3,5,37.5%,3,1,2,33.3%,1991,1995,R16,8,0.98,2.7%,2.3%,65.2%,64.3%,44.4%,57.3%,41.9%,65.2%,42.0%
Cincinnati Masters,5,Hard,8,3,5,37.5%,4,2,2,50.0%,1991,1997,R16,8,0.95,4.9%,3.5%,60.1%,65.1%,47.4%,58.0%,39.8%,53.5%,49.1%
