Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W15 Cancun QF,L vs Zacarias,38% (3/8),33% (1/3),0/5,88% (7/8),29% (2/7),1/1,0/0,0/0,0/0,0/0
2019 W15 Cancun R16,W vs Lampla,86% (6/7),100% (6/6),1/1,29% (2/7),50% (1/2),4/4,0/0,0/0,0/0,0/0
2019 W15 Cancun R32,L vs Zacarias,22% (2/9),100% (2/2),2/4,67% (6/9),17% (1/6),0/2,0/0,1/2,0/0,1/1
2019 W15 Cancun SF,L vs Appleton,40% (6/15),67% (4/6),2/6,50% (8/16),13% (1/8),1/3,0/0,3/4,0/0,2/3
2019 W15 Cancun QF,W vs Kourkina,56% (5/9),80% (4/5),0/2,40% (4/10),50% (2/4),3/4,2/2,0/0,1/1,0/0
2019 W15 Cancun R32,W vs Reimchen,71% (5/7),100% (5/5),0/0,14% (1/7),100% (1/1),3/3,0/0,0/0,0/0,0/0
2019 W15 Le Havre QF,L vs Carreras,50% (4/8),50% (2/4),1/5,86% (6/7),0% (0/6),0/2,0/0,0/1,0/0,0/0
2019 W15 Amiens Q2,W vs Chantraine,50% (5/10),80% (4/5),1/2,20% (2/10),0% (0/2),3/4,2/2,0/0,1/1,0/0
2019 W15 Amiens Q1,W vs Babel,82% (9/11),78% (7/9),5/6,64% (7/11),14% (1/7),3/6,0/2,0/0,0/0,0/0
2019 W15 Sharm El Sheikh QF,L vs Malmqvist,22% (2/9),50% (1/2),1/4,50% (4/8),0% (0/4),1/1,0/0,1/1,0/0,1/1
2019 W15 Sharm El Sheikh R32,W vs Sugnaux,60% (6/10),83% (5/6),0/2,30% (3/10),33% (1/3),5/5,2/2,1/1,1/1,0/0
2019 W15 Manacor R32,L vs Bassols Ribera,63% (5/8),60% (3/5),3/6,78% (7/9),0% (0/7),0/3,0/0,0/1,0/0,0/1
2017 Benicarlo $15K R32,W vs Marti Riembau,50% (4/8),100% (4/4),1/1,22% (2/9),50% (1/2),3/3,1/2,0/0,1/1,0/0
2017 Vinaros $15K R16,L vs Burillo Escorihuela,38% (3/8),67% (2/3),2/6,75% (6/8),0% (0/6),0/2,0/0,1/1,0/0,0/0
2017 Vinaros $15K R32,W vs Marti Riembau,62% (8/13),88% (7/8),2/3,31% (4/13),0% (0/4),6/6,1/2,0/1,0/1,0/0
2017 Lisbon $15K R16,L vs Parrizas Diaz,43% (3/7),33% (1/3),1/4,100% (7/7),14% (1/7),0/1,0/0,0/2,0/0,0/1
2017 Lisbon $15K R32,W vs Dejonckheere,63% (5/8),100% (5/5),0/0,43% (3/7),100% (3/3),4/4,1/1,0/0,0/0,0/0
2017 Mragowo $15K R32,L vs Ukolova,60% (9/15),56% (5/9),2/7,57% (8/14),0% (0/8),2/4,0/1,1/2,0/0,1/1
2017 El Espinar Segovia $25K R16,L vs Zarazua,22% (2/9),100% (2/2),1/4,60% (6/10),17% (1/6),0/2,0/0,0/1,0/0,0/1
2017 Don Benito Badajoz $15K R32,L vs Atucha Gomez,40% (4/10),50% (2/4),1/4,56% (5/9),20% (1/5),1/1,0/0,0/0,0/0,0/0
2019 (12 matches),,52.3%,75.9%,37.2%,50.9%,17.5%,63.2%,75.0%,60.0%,100.0%,66.7%
2017 (19 matches),,47.2%,76.1%,33.3%,52.8%,13.6%,63.9%,56.3%,47.6%,57.1%,50.0%
2016 (14 matches),,54.1%,80.0%,46.6%,50.7%,16.9%,62.1%,56.3%,69.2%,55.6%,71.4%
2015 (8 matches),,29.9%,73.9%,22.2%,67.5%,26.9%,53.3%,50.0%,75.0%,-,80.0%
2014 (1 matches),,16.7%,0.0%,0.0%,85.7%,0.0%,-,-,0.0%,-,0.0%
Career (59 matches),,47.6%,77.1%,35.5%,55.5%,16.1%,59.2%,60.5%,55.2%,63.2%,58.1%
