Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Hard,3,1,2,33.3%,0,0,0,-,2025,2026,R128,3,0.93,6.0%,7.2%,68.3%,59.6%,34.0%,51.5%,45.0%,51.9%,47.6%
Roland Garros,1,Clay,2,1,1,50.0%,0,0,0,-,2025,2025,Q2,2,0.99,1.5%,9.1%,77.3%,59.8%,20.0%,50.8%,48.6%,52.6%,36.4%
Wimbledon,1,Grass,1,0,1,0.0%,0,0,0,-,2024,2024,Q1,1,0.90,2.5%,6.3%,60.0%,56.3%,28.1%,45.0%,49.4%,33.3%,54.5%
US Open,1,Hard,3,2,1,66.7%,1,1,0,100.0%,2024,2024,Q3,3,1.07,1.9%,5.2%,52.9%,63.1%,47.5%,55.7%,47.2%,60.0%,56.5%
Fed Cup,1,,1,0,1,0.0%,0,0,0,-,2019,2019,,1,0.64,0.0%,1.7%,55.9%,45.5%,34.6%,40.7%,37.8%,45.5%,66.7%
Indian Wells,2,Hard,3,1,2,33.3%,0,0,0,-,2025,2026,Q2,3,0.81,0.6%,7.7%,63.0%,63.2%,38.8%,54.1%,37.2%,57.7%,50.0%
Mumbai 125,2,Hard,10,9,1,90.0%,0,0,0,-,2025,2026,W,10,1.28,3.2%,5.3%,66.0%,66.8%,51.4%,61.6%,49.0%,63.2%,53.1%
