Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Australian Open R128,L vs Raducanu,22% (2/9),50% (1/2),0/3,50% (4/8),0% (0/4),1/1,0/0,0/1,0/0,0/0
2024 Beijing R64,L vs Sabalenka,33% (3/9),33% (1/3),1/3,63% (5/8),20% (1/5),1/1,0/0,0/1,0/0,0/0
2019 W25 Nonthaburi QF,W vs Bhosale,56% (5/9),100% (5/5),0/1,25% (2/8),50% (1/2),2/3,0/0,0/0,0/0,0/0
2019 W25 Nonthaburi R16,W vs Chong,75% (6/8),83% (5/6),1/1,11% (1/9),0% (0/1),3/3,0/0,0/0,0/0,0/0
2019 W15 Sharm El Sheikh SF,L vs Kempen,31% (4/13),75% (3/4),1/6,67% (8/12),25% (2/8),1/3,1/1,0/0,0/0,0/0
2019 W15 Sharm El Sheikh QF,W vs Daniels Sierra,89% (8/9),100% (8/8),4/4,75% (6/8),33% (2/6),2/6,0/0,0/0,0/0,0/0
2019 W15 Sharm El Sheikh R16,W vs Miklova,80% (8/10),75% (6/8),1/3,50% (5/10),40% (2/5),5/6,2/2,1/1,1/1,0/0
2019 W15 Sharm El Sheikh R32,W vs Gilchrist,56% (5/9),60% (3/5),0/0,33% (3/9),100% (3/3),3/3,2/2,0/0,1/1,0/0
2019 W15 Sharm El Sheikh R16,L vs Kulikova,22% (2/9),50% (1/2),0/4,56% (5/9),20% (1/5),0/1,0/0,1/1,0/0,1/1
2019 W15 Sharm El Sheikh R32,W vs Nirundorn,75% (6/8),83% (5/6),0/1,25% (2/8),50% (1/2),2/3,0/0,0/0,0/0,0/0
2019 Fed Cup RR,L vs Diyas,22% (2/9),100% (2/2),1/5,75% (6/8),0% (0/6),0/2,0/0,1/2,0/0,1/2
2017 Hua Hin $25K R32,L vs Thandi,21% (3/14),33% (1/3),0/4,57% (8/14),38% (3/8),1/1,0/0,2/3,0/0,2/2
2017 Hua Hin $15K R16,L vs Dart,33% (3/9),100% (3/3),2/5,78% (7/9),14% (1/7),0/3,0/0,0/1,0/0,0/0
2017 Hua Hin $15K R32,W vs Kovapitukted,73% (8/11),63% (5/8),2/4,55% (6/11),33% (2/6),4/5,1/1,1/1,1/1,0/0
2026 (1 matches),,22.2%,50.0%,0.0%,50.0%,0.0%,100.0%,-,0.0%,-,-
2024 (1 matches),,33.3%,33.3%,33.3%,62.5%,20.0%,100.0%,-,0.0%,-,-
2019 (9 matches),,54.8%,82.6%,32.0%,46.9%,31.6%,60.0%,100.0%,75.0%,100.0%,66.7%
2017 (3 matches),,41.2%,64.3%,30.8%,61.8%,28.6%,55.6%,100.0%,60.0%,100.0%,100.0%
Career (14 matches),,47.8%,75.4%,29.5%,51.9%,27.9%,61.0%,100.0%,54.5%,100.0%,80.0%
