Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Australian Open R128,L vs Raducanu,0.84,0.58,43.8,3.2,0.0%,60.0%,4.5%,40.9%,32.1%,36.0%
2024 Beijing R64,L vs Sabalenka,0.96,0.67,48.9,2.1,3.7%,40.7%,8.0%,56.0%,30.3%,41.9%
2019 W25 Nonthaburi QF,W vs Bhosale,1.09,1.70,46.5,2.0,-,72.0%,-,59.1%,59.3%,45.8%
2019 W25 Nonthaburi R16,W vs Chong,1.06,1.86,41.6,2.6,-,68.0%,-,70.0%,56.5%,52.2%
2019 W15 Sharm El Sheikh SF,L vs Kempen,1.06,0.77,58.4,6.0,0.0%,50.0%,0.0%,51.3%,31.7%,40.5%
2019 W15 Sharm El Sheikh QF,W vs Daniels Sierra,1.20,1.47,52.7,2.3,0.0%,40.6%,0.0%,54.8%,63.3%,65.4%
2019 W15 Sharm El Sheikh R16,W vs Miklova,1.06,1.28,57.8,2.1,0.0%,48.6%,0.0%,63.6%,56.8%,50.0%
2019 W15 Sharm El Sheikh R32,W vs Gilchrist,1.05,1.38,50.5,2.0,2.9%,58.8%,3.0%,72.7%,41.9%,48.1%
2019 W15 Sharm El Sheikh R16,L vs Kulikova,0.88,0.59,44.6,2.0,0.0%,34.2%,0.0%,73.0%,36.0%,26.1%
2019 W15 Sharm El Sheikh R32,W vs Nirundorn,1.16,1.73,39.9,2.0,0.0%,59.3%,0.0%,65.4%,51.9%,60.9%
2019 Fed Cup RR,L vs Diyas,0.93,0.63,38.0,2.0,-,46.7%,-,34.5%,33.3%,47.6%
2017 Hua Hin $25K R32,L vs Thandi,1.02,0.75,61.5,2.4,1.9%,65.4%,2.1%,46.8%,26.0%,38.6%
2017 Hua Hin $15K R16,L vs Dart,0.93,0.70,47.7,2.1,0.0%,36.7%,0.0%,48.1%,28.6%,60.9%
2017 Hua Hin $15K R32,W vs Kovapitukted,1.10,1.22,63.8,3.7,0.0%,56.4%,0.0%,52.6%,59.5%,41.5%
2026 (1 matches),,0.84,0.58,43.8,3.2,0.0%,60.0%,4.5%,40.9%,32.1%,36.0%
2024 (1 matches),,0.96,0.67,48.9,2.1,3.7%,40.7%,8.0%,56.0%,30.3%,41.9%
2019 (9 matches),,1.05,1.15,48.8,2.3,0.3%,51.7%,0.4%,60.4%,47.5%,48.3%
2017 (3 matches),,1.03,0.89,59.1,2.6,0.8%,55.4%,0.9%,49.1%,38.3%,44.4%
Career (14 matches),,1.03,1.00,51.3,2.4,0.6%,52.5%,1.2%,56.2%,42.8%,46.0%
