Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,18,15,3,83.3%,30-8,78.9%,205-134,60.5%,1-1,50.0%,18,74.8%,47.1%,4.0%,5.7%,67.5%,67.3%,45.2%,60.1%,48.0%,54.0%,1.20,W (2x)
2025,18,10,8,55.6%,23-21,52.3%,214-189,53.1%,0-2,0.0%,18,65.8%,41.1%,3.5%,7.1%,63.6%,64.2%,44.4%,57.0%,46.4%,51.6%,1.08,F (2x)
2024,54,34,20,63.0%,74-55,57.4%,639-587,52.1%,10-5,66.7%,4,61.0%,32.6%,2.2%,5.4%,64.7%,60.6%,40.8%,53.6%,42.7%,48.0%,0.92,W (W50 Nonthaburi)
2023,48,32,16,66.7%,74-39,65.5%,560-452,55.3%,8-2,80.0%,0,,,,,,,,,,,,W (W25 Nakhon Si Thammarat)
2022,27,19,8,70.4%,40-21,65.6%,319-244,56.7%,4-3,57.1%,0,,,,,,,,,,,,F (2x)
2021,5,3,2,60.0%,6-5,54.5%,58-44,56.9%,0-2,0.0%,0,,,,,,,,,,,,SF (W15 Lubbock TX)
2020,4,1,3,25.0%,3-5,37.5%,28-43,39.4%,0-0,-,0,,,,,,,,,,,,R16 (W25 Jodhpur)
2019,27,17,10,63.0%,36-23,61.0%,292-238,55.1%,2-1,66.7%,0,,,,,,,,,,,,F (W15 Hua Hin)
2018,13,10,3,76.9%,18-11,62.1%,146-114,56.2%,2-2,50.0%,0,,,,,,,,,,,,W (Hua Hin $15K)
2017,4,1,3,25.0%,4-6,40.0%,43-53,44.8%,2-0,100.0%,0,,,,,,,,,,,,R16 (Hua Hin $15K)
2016,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,0,,,,,,,,,,,,R32 (Hua Hin $10K)
Career,219,142,77,64.8%,308-196,61.1%,2506-2110,54.3%,29-18,61.7%,40,69.0%,42.7%,3.6%,6.3%,65.3%,65.1%,44.3%,57.9%,46.7%,52.2%,1.11,
