Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 M15 Wroclaw SF,W vs Shevchenko,1.13,1.27,57.0,3.0,-,60.5%,-,52.9%,45.5%,51.6%
2019 M15 Wroclaw QF,W vs Tomescu,1.45,1.74,38.0,3.0,-,67.6%,-,56.3%,36.0%,57.1%
2019 M15 Wroclaw R32,W vs Sachko,1.00,1.03,64.5,3.2,-,64.6%,-,58.2%,40.7%,37.9%
2019 Bratislava CH R32,W vs Moutet,1.21,1.18,66.8,19.5,-,54.5%,-,75.0%,34.0%,36.2%
2019 Prostejov CH R16,L vs Ruud,0.78,0.24,24.6,2.1,-,35.0%,-,35.3%,25.0%,13.3%
2019 Rome CH R32,L vs Horansky,0.81,0.75,53.8,2.8,0.0%,62.8%,5.4%,51.4%,40.0%,38.5%
2019 Rome CH R64,W vs Margaroli,1.04,1.11,76.3,9.5,0.0%,52.3%,0.0%,58.5%,63.8%,31.1%
2019 Ostrava CH R64,L vs Piros,0.76,0.42,28.8,2.3,3.8%,50.0%,9.1%,45.5%,26.9%,30.4%
2019 Nanchang CH R16,L vs Thompson,0.69,0.29,22.1,2.0,4.5%,45.5%,5.0%,35.0%,27.3%,23.8%
2019 Nanchang CH R32,W vs Ignatik,1.27,1.26,51.6,3.7,12.2%,73.2%,7.7%,61.5%,41.2%,23.5%
2019 Nanchang CH R64,W vs Wu,1.07,1.30,47.8,4.5,2.2%,58.7%,4.4%,57.8%,38.0%,63.3%
2019 Anning CH R64,L vs Myneni,0.96,0.61,42.8,2.2,2.7%,56.8%,5.6%,52.8%,25.0%,33.3%
2019 Barletta CH R64,L vs Maamoun,1.05,0.86,69.9,28.8,5.1%,54.2%,3.7%,61.1%,34.0%,35.6%
2019 M15 Antalya R16,W vs Leite,0.97,1.22,48.3,3.2,3.2%,51.6%,0.0%,75.0%,28.3%,66.7%
2019 M15 Antalya R32,W vs Voronin,1.17,1.37,56.9,3.0,-,51.4%,-,46.9%,50.0%,70.0%
2019 M15 Antalya F,W vs Netuschil,1.02,1.21,49.1,4.0,2.4%,65.9%,2.9%,54.3%,44.7%,48.8%
2019 M15 Antalya SF,W vs Leite,1.11,1.31,63.9,3.0,2.3%,61.4%,0.0%,60.0%,50.0%,41.9%
2019 M15 Antalya QF,W vs Popko,1.30,1.30,60.7,2.8,2.1%,64.6%,0.0%,57.1%,38.9%,39.4%
2019 M15 Antalya R16,W vs Tomasetto,1.31,1.50,41.4,2.0,2.5%,52.5%,0.0%,66.7%,46.7%,46.2%
2019 M15 Antalya R32,W vs Sabanin,1.18,1.26,75.2,4.3,-,69.2%,-,55.9%,36.4%,42.9%
2019 (24 matches),,1.06,1.03,55.6,3.0,2.5%,59.8%,2.6%,57.8%,38.3%,41.4%
2018 (8 matches),,0.98,0.71,47.4,2.3,4.5%,61.0%,1.2%,54.2%,33.1%,27.8%
2017 (8 matches),,1.00,0.80,48.7,2.5,3.7%,59.3%,2.6%,58.5%,29.3%,37.1%
2016 (8 matches),,0.99,0.76,53.0,2.5,3.1%,53.2%,0.7%,55.6%,41.2%,28.2%
Career (48 matches),,1.03,0.89,52.7,2.7,3.1%,58.9%,2.1%,57.0%,36.4%,36.5%
