Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2024,,,,,,,,,,,1196,23,,
2022,1126,7,,,,,,,,,,,,
2021,576,54,,,,,,,,,,,,
2020,342,125,,,,,,,,,511,80,,
2019,333,117,348,1384,429,1243,277,1405,,,493,80,,
2018,293,127,332,1364,346,1293,277,1380,250,1309,640,15,,
2017,228,230,273,1446,292,1369,250,1408,223,1381,307,185,,
2016,261,201,289,1413,331,1292,240,1420,,,402,148,,
2015,348,132,,,,,,,,,519,114,,
2014,628,45,,,,,,,,,644,73,,
2013,885,16,,,,,,,,,1242,16,,
2012,1184,5,,,,,,,,,1573,6,,
2011,1510,1,,,,,,,,,,,,
