Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 M15 Wroclaw SF,W vs Shevchenko,60% (6/10),83% (5/6),2/2,45% (5/11),40% (2/5),3/3,0/0,0/0,0/0,0/0
2019 M15 Wroclaw QF,W vs Tomescu,50% (4/8),100% (4/4),0/1,22% (2/9),50% (1/2),3/3,1/1,0/0,1/1,0/0
2019 M15 Wroclaw R32,W vs Sachko,41% (7/17),71% (5/7),2/3,35% (7/20),29% (2/7),3/4,1/2,2/4,1/2,0/0
2019 Bratislava CH R32,W vs Moutet,24% (4/17),50% (2/4),1/2,24% (4/17),50% (2/4),1/1,1/1,1/1,1/1,0/0
2019 Prostejov CH R16,L vs Ruud,0% (0/7),- (0/0),0/4,86% (6/7),17% (1/6),0/0,0/0,1/2,0/0,1/1
2019 Rome CH R32,L vs Horansky,36% (5/14),60% (3/5),1/4,36% (5/14),0% (0/5),2/3,1/1,1/2,0/0,1/1
2019 Rome CH R64,W vs Margaroli,62% (8/13),63% (5/8),3/5,43% (6/14),17% (1/6),5/5,2/2,0/0,1/1,0/0
2019 Ostrava CH R64,L vs Piros,0% (0/8),- (0/0),0/4,63% (5/8),20% (1/5),0/0,0/0,1/1,0/0,1/1
2019 Nanchang CH R16,L vs Thompson,13% (1/8),100% (1/1),0/4,71% (5/7),0% (0/5),0/1,0/0,2/3,0/0,1/1
2019 Nanchang CH R32,W vs Ignatik,18% (2/11),50% (1/2),0/0,18% (2/11),100% (2/2),1/1,1/1,0/0,1/1,0/0
2019 Nanchang CH R64,W vs Wu,75% (9/12),67% (6/9),1/3,54% (7/13),43% (3/7),4/5,1/2,0/1,1/2,0/0
2019 Anning CH R64,L vs Myneni,11% (1/9),0% (0/1),0/3,44% (4/9),25% (1/4),0/0,0/0,2/2,0/0,1/1
2019 Barletta CH R64,L vs Maamoun,25% (4/16),100% (4/4),0/4,53% (8/15),50% (4/8),2/3,0/0,0/0,0/0,0/0
2019 M15 Antalya R16,W vs Leite,64% (7/11),71% (5/7),1/3,27% (3/11),0% (0/3),2/3,0/1,0/0,0/1,0/0
2019 M15 Antalya R32,W vs Voronin,82% (9/11),100% (9/9),5/5,55% (6/11),17% (1/6),2/5,0/2,0/0,0/2,0/0
2019 M15 Antalya F,W vs Netuschil,50% (6/12),100% (6/6),1/3,31% (4/13),25% (1/4),4/6,2/2,0/0,1/1,0/0
2019 M15 Antalya SF,W vs Leite,45% (5/11),80% (4/5),2/3,36% (4/11),25% (1/4),2/4,1/1,0/0,1/1,0/0
2019 M15 Antalya QF,W vs Popko,40% (4/10),75% (3/4),1/2,27% (3/11),33% (1/3),2/3,1/1,2/2,0/0,0/0
2019 M15 Antalya R16,W vs Tomasetto,50% (5/10),80% (4/5),1/2,36% (4/11),50% (2/4),4/4,2/2,2/2,1/1,0/0
2019 M15 Antalya R32,W vs Sabanin,54% (7/13),57% (4/7),0/2,31% (4/13),25% (1/4),2/2,0/0,0/1,0/0,0/0
2019 (24 matches),,39.0%,73.6%,32.4%,39.4%,30.9%,76.2%,77.3%,69.6%,66.7%,100.0%
2018 (8 matches),,20.2%,41.2%,12.5%,40.0%,11.8%,85.7%,100.0%,60.0%,100.0%,25.0%
2017 (8 matches),,22.3%,66.7%,8.7%,45.7%,40.5%,84.6%,100.0%,80.0%,100.0%,75.0%
2016 (8 matches),,28.9%,58.3%,7.1%,52.4%,23.3%,41.7%,50.0%,44.4%,-,50.0%
Career (48 matches),,31.5%,67.3%,20.3%,42.6%,28.4%,73.7%,80.0%,64.9%,70.6%,65.0%
