Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),564,84,222,1534,210,1512,,,,,,,,
2025,821,37,,,,,,,,,,
2024,111,682,151,1627,126,1617,161,1521,132,1509,,
2023,96,763,175,1567,150,1563,159,1519,134,1491,,
2022,121,526,159,1576,169,1517,118,1568,117,1500,,
2021,91,823,128,1649,111,1625,132,1567,107,1550,,
2020,107,706,75,1717,73,1683,89,1608,,,,
2019,162,370,156,1602,139,1585,167,1513,125,1522,,
2018,306,145,117,1651,120,1612,118,1574,106,1536,,
2017,85,750,78,1738,87,1678,72,1669,113,1541,387,140
2016,74,867,61,1771,55,1739,127,1548,117,1528,,
2015,154,350,191,1466,177,1452,197,1299,178,1375,,
2014,176,295,184,1536,166,1519,,,,,,
2013,640,43,,,,,,,,,,
2012,766,23,,,,,,,,,,
2011,1174,4,,,,,,,,,,
